Layer	Study	(NP80/NG80)	Batch_ID	GC Bias	Gene Length Bias	NG80	NP80	Phenotype_Processed	Platelet Score	RNA Degradation (3' Bias)	Sample Volume (mL)	Spliced Reads (%)	Total Centrifugation Force (g)	gDNA Contamination (Intron/Exon)	log(Total Reads)	rRNA Fraction
Salmon(Scaled)	Gardella et al.	0.0	0.019013425526340888	0.009181441134858082	0.002838450575759599	0.0006604723148979641	0.014187840049253109	0.0	0.007821587886166381	0.03224769455416132	0.0	0.04346979573052734	0.0	0.006833370787949766	0.11336657978750309	0.0
Salmon(Scaled)	Moore et al.	0.0026996641643159958	0.013206205530049364	0.000966237544148818	0.013901538981372807	0.006822582120896703	0.019498889432881472	0.0	0.01029541619722385	0.014838152524675019	0.0	0.027348278071344767	0.008480003623282384	0.001044394417288208	0.1848192999749868	0.0026575301940021667
Salmon(Scaled)	Moufarrej et al.	0.032786148018216	0.0025460070025091763	0.00629348312173561	0.0	0.0019315145973914927	0.003862126786228548	0.000613717587359508	0.014718498714390238	0.0	0.0	0.0277846422735748	0.0005137189486007498	0.007153105628644907	0.06807449781649422	0.00766458493881661
Salmon(Scaled)	Roskams-Hieter B et al.	0.021580074680495276	0.0	0.010883239945870704	0.0	0.0023667302994168082	0.0	0.016090713079928265	0.010860366346851946	0.01950214185171195	0.0	0.024563913767530643	0.0	0.01495886328377738	0.052261064054647255	0.0012446890884977302
Salmon(Scaled)	Toden et al.	0.0029321965454980337	0.001326502868871926	0.0013582394511413298	0.0077779198079217515	0.0008252213374166928	0.003335020004768041	0.006028414789837067	0.031197538498253907	0.012509906254508762	0.00017008418027919525	0.01150467028907709	0.00017008418027919525	0.0016591136230632575	0.28870249695097194	0.0
Salmon(Scaled)	Ward Z et al.	0.011311540396740094		0.003980395704091921	0.0007169700078042407	0.005099383910357469	0.0014561927251681706	0.0004353572142679063	0.004207601549639506	0.0015099249307064522	0.0	0.0410969653308747	0.0	0.02699463159067994	0.21015085998859973	0.0010662930581999408
EDAseq (GC + Length)	Chalasani et al.	0.0016282783528005496		0.002758908988236719	0.004911271318525645	0.00251016979912122	0.002632944492720002	0.005161615319531299	0.007407497937973129	0.0036736307160413206	0.0	0.008487848868794168	0.0	0.008122481386083735	0.008389868924318922	0.0012052675969094206
EDAseq (GC + Length)	Chang et al.	0.0006038185333209212	0.013415876163682228	0.006215913903575232	0.0031780954829903063	0.0018595109694563572	0.004600161899429245	0.001501680826936358	0.006076632895510303	0.002453528886957379	0.00014809016183670032	0.0018925951409737296	0.00027192113214957736	0.0013094768481880514	0.016804811923149976	0.003012669285047176
EDAseq (GC + Length)	Chen et al.	0.0009239623156673815	0.0011366949701842044	0.00952321765166897	0.031009981664773867	0.003131286974105363	0.009021099533759513	0.001686902665954615	0.024789262166964532	0.007121166130387602	0.0009165572614867612	0.004471364438115799	0.0	0.0072020615093454365	0.015116360577273391	0.005250188174451553
EDAseq (GC + Length)	Gardella et al.	6.64873865112714e-05	0.008888840971918222	0.004832608786188963	0.006169399186419677	0.0007614205678641017	0.005167367627667563	0.0006272720822732003	0.006243423071480292	0.005517219987755673	0.0	0.0016147592997747262	0.0	0.0035003963717163966	0.0057718605369475595	0.0015322658053928961
EDAseq (GC + Length)	Moore et al.	0.0002354610083115105	0.004464315950147846	0.0039840894948632855	0.012296863777705447	0.00018211581595695137	0.0021775250429413306	0.001361310085806977	0.008150683880971732	0.0025327951867731846	0.0	0.002292249970208826	0.000530601130556918	0.003616432211161813	0.0035013608865699375	0.0018753323657483278
EDAseq (GC + Length)	Moufarrej et al.	0.0008277780455163697	0.0008241686099190737	0.007554164713104661	0.006957472412241206	0.0016511657791696832	0.0030025980022438947	0.0	0.003488125312823387	0.0022087764898033324	0.0	0.0008788179722086786	0.0	0.003594394304136772	0.00146534235909912	0.0017430658546315758
EDAseq (GC + Length)	Roskams-Hieter B et al.	0.0005432240936059651	0.001345482929360764	0.009490182452155937	0.004729037083375909	0.001324549885391768	0.002748567817272063	0.009104258344592275	0.005522855885719213	0.0022499279206411593	0.0023976715349516287	0.0024746635204910827	0.0023976715349516287	0.010123707628957201	0.0037811895679491503	0.003509965120838232
EDAseq (GC + Length)	Toden et al.	0.000737748754853107	0.0005515987867498184	0.0039032272900105802	0.013656186787319946	0.0009545529453387491	0.0025852788335308796	0.0011411380814522198	0.008581372795743891	0.007410571384368958	0.0	0.0061429007966353755	0.0	0.00887761845248558	0.006080499274647599	0.0002459865056047006
EDAseq (GC + Length)	Ward Z et al.	0.006951465041514671		0.011270931572582854	0.008725201147607442	0.008267382481102814	0.008658880397926949	0.012394121408548897	0.013991672970477653	0.006614981382272345	0.0	0.007662882376979652	0.0	0.01186573573017502	0.009255662063749281	0.010672498369120986
RUVg Platelet (k=1)	Chalasani et al.	0.0015284142359096586		0.0026304535392920325	0.004694736386123055	0.002400867500867432	0.002550277199306117	0.005243782963165633	0.001791292206840489	0.003497378274414431	0.0	0.009373338759814054	0.0	0.007424467707274451	0.0073450777267766165	0.0011183073714735592
RUVg Platelet (k=1)	Chang et al.	0.0005415190947147819	0.017277043701525274	0.006694847553345928	0.004199772310380934	0.0023896040080738645	0.005486674483006326	0.0020608070018349745	0.0024299396651361604	0.0032537938537724465	0.0002595457737427642	0.0026182409523991534	0.0002879147811626348	0.002062315572491924	0.01388607783559559	0.0038937169922795833
RUVg Platelet (k=1)	Chen et al.	0.0008082682875271141	0.00033263827976581783	0.010008198509176891	0.05408035360794927	0.004849060014053719	0.012500316050422455	0.0	0.013256364110247998	0.007848173733864705	0.002325827349338283	0.004554904195331222	0.0	0.010983051580388259	0.010744457138332608	0.007625056428233634
RUVg Platelet (k=1)	Gardella et al.	0.000251015877347438	0.011418159321100574	0.0063799542262488185	0.007677601685704305	0.0013622112844547951	0.0048810366730071	0.0006727958749633833	0.01201990514208251	0.009589590429177508	0.0	0.0022822439493863644	0.0	0.005032700410929625	0.002668714584722842	0.0022410268394914556
