,ENSG00000000003.17,ENSG00000000005.6,ENSG00000000419.15,ENSG00000000457.15,ENSG00000000460.18,ENSG00000000938.14,ENSG00000000971.18,ENSG00000001036.15,ENSG00000001084.14,ENSG00000001167.16,ENSG00000001460.19,ENSG00000001461.20,ENSG00000001497.19,ENSG00000001561.8,ENSG00000001617.13,ENSG00000001626.19,ENSG00000001629.11,ENSG00000001630.19,ENSG00000001631.18,ENSG00000002016.19,ENSG00000002330.15,ENSG00000002549.14,ENSG00000002586.21,ENSG00000002587.11,ENSG00000002726.22,ENSG00000002745.13,ENSG00000002746.16,ENSG00000002822.17,ENSG00000002834.20,ENSG00000002919.16,ENSG00000002933.10,ENSG00000003056.9,ENSG00000003096.16,ENSG00000003137.9,ENSG00000003147.20,ENSG00000003249.16,ENSG00000003393.17,ENSG00000003400.17,ENSG00000003402.22,ENSG00000003436.17,ENSG00000003509.17,ENSG00000003756.18,ENSG00000003987.15,ENSG00000003989.19,ENSG00000004059.12,ENSG00000004139.15,ENSG00000004142.13,ENSG00000004399.14,ENSG00000004455.19,ENSG00000004468.14
SRR20204807,0.13805982,-0.4382429,1.0276935,0.08272477,-0.5687396,-0.12409974,0.43909937,0.11031273,0.6060434,-0.12386716,-0.6249698,1.587628,-0.5497522,-0.6210661,-0.5005159,-0.7083803,-0.23501804,-0.019132784,0.20566715,-0.48758203,2.134136,3.8532922,0.21567753,-0.49768722,-0.5340262,-0.5096896,-0.36212155,1.6647859,3.65015,-1.1783441,-0.0065745935,0.80497533,-0.4741559,-0.56752294,-0.9463932,-0.6878715,0.21005815,-1.1330013,2.25586,1.2084017,-0.65363836,1.3058813,-0.28273967,-0.047036394,0.8310842,-0.71099,0.5656188,-1.1003569,1.8270428,1.2895036
SRR20204808,-0.3496615,-0.51021093,0.8808413,0.45608974,-0.6060117,0.16110441,0.0647974,-0.5295338,0.44845283,0.63489366,-0.053451825,-0.9167596,-0.18372491,-0.6163059,-0.48455778,0.23033652,1.8664602,-0.021195825,1.1067045,-0.530571,0.6264331,3.0826156,-1.2715095,-0.5299907,-0.56193054,-0.5621532,0.33526194,0.66001385,2.6663752,-0.39856654,0.3278876,0.5291499,-0.54013515,0.05601848,0.4130866,-0.6611449,0.02045717,0.7370801,2.3424437,0.48879337,-0.6301945,2.9021983,-0.28588843,-0.15187462,0.18685327,-0.7358302,-0.14322534,0.8716694,1.7094126,-0.28951925
SRR20204809,-0.106100045,-0.46099442,1.1996521,0.12319969,-0.5837789,-0.03409113,0.17568168,1.0565621,-0.067311674,-0.4763331,-0.33662316,-0.87809163,-0.4699313,-0.62808776,-0.51888955,-0.13372824,1.1640596,-0.69414204,-0.26784253,-0.45961997,1.1176244,3.690515,1.7844561,-0.4709787,-0.48935613,-0.4740171,0.22989209,0.7685922,3.1655421,-0.021458969,0.017809473,1.1160244,-0.4670007,-0.588458,0.58505356,0.9578694,-0.3478042,-1.1388663,2.2787163,-0.5449852,-0.65624225,2.6801503,-0.03219624,-0.062555775,-0.91101456,-0.72718585,0.066416144,0.3142966,2.0610073,0.3053748
SRR20204810,0.2608185,-0.38957587,4.8649917,0.5789712,0.05248955,-1.1841431,-0.60959303,0.26340097,1.3024802,-0.44626752,-0.5567847,1.7814114,-1.3071834,0.9828156,-0.49531376,-0.6231275,8.508836,0.049747508,15.1941185,-0.611436,1.819317,40.541187,1.2974515,-0.4915797,-0.60493344,0.09904135,-0.09819594,6.2627273,46.33607,0.7370866,-0.5775842,7.807064,0.10497037,-0.47014323,0.22746608,0.0638028,0.9823833,-0.6155361,17.134745,1.8850505,-0.67185265,22.763983,-0.39342013,-0.5071448,0.09165982,0.5391737,-0.27684897,6.4083366,16.691725,-0.30320582
SRR20204811,-0.5208833,-0.33380407,3.1005688,1.8666043,-0.3874867,-1.253011,-0.2551898,0.48601523,0.20612963,-0.109043606,-0.2331986,1.439177,-1.3598369,0.8603265,0.0655787,0.23247886,5.378335,0.9745611,12.77939,-0.6152982,2.1346557,40.41448,0.6802603,-0.4655228,-0.60388917,-0.6684383,0.044438664,8.872568,41.515724,-0.18622231,-0.5926827,6.313029,-0.12844864,-0.48256758,-0.18668774,-0.017667018,0.5446133,-0.9989639,14.6479845,2.1689425,-0.46068674,23.380838,-0.39012963,-0.52678645,0.7252942,0.27567518,0.5450975,2.957445,11.702238,-0.4758985
SRR20204812,-0.41750932,-0.40098545,8.255264,1.4455167,-0.8427525,-1.3059579,-0.71337485,-0.7471021,0.3715415,-0.99958134,-0.24253473,0.3148519,-1.3231274,0.84093136,-0.22142704,0.1821961,1.5529878,0.76537365,16.66854,-0.57331365,3.7526941,48.264183,1.8423866,-0.51760375,0.97723716,0.0008389843,0.2199644,8.837026,35.00908,0.18272471,-0.56186473,4.990624,-0.14385268,-0.50653213,-0.18121906,0.12033859,1.1915874,-0.005728942,17.49555,2.6248772,1.3137058,24.058792,-0.40479785,-0.48970503,0.45090014,-0.09101455,0.34983692,4.698173,12.6441,-0.28829488
SRR20204813,0.2653118,-0.3898056,3.5556262,-0.06896658,-0.34837127,-1.0483335,-0.21388452,-0.079442,0.40302873,-0.48661682,-0.3531623,1.0816897,-1.3024966,0.7630221,0.35091248,-0.63225573,2.3965151,-0.50681627,16.33423,-0.6045736,2.63113,33.777348,2.285895,-0.5053657,-0.61002684,0.16741872,-0.39879528,7.0974727,34.526855,-0.5233861,-0.57452875,5.950495,0.10889381,-0.53628576,-0.21198732,-0.28287327,0.90039825,-0.43792588,17.7305,2.2597778,0.18654828,21.634989,-0.37197676,-0.51019114,0.08234057,-0.33697695,0.61900645,2.3520517,13.923392,-0.14643583
SRR20204814,0.5324727,-0.42561176,9.9483795,0.44946122,0.94485456,-1.1283985,0.09275294,0.453641,5.231474,-1.4752985,0.27328622,2.9581313,-1.4919119,0.056088272,-0.3550774,-0.34682685,16.75171,-0.85180455,46.86052,0.29915228,2.624839,119.41874,2.944346,0.1279808,-0.512414,-0.6124453,0.6783449,16.659231,211.48862,0.076484054,-0.72209406,23.36243,-0.4244513,-0.5770967,0.34089977,-0.40473148,0.63423073,-0.5284815,68.81123,3.481427,-0.14453462,33.51052,-0.44304517,0.037774514,0.97259355,1.1162928,-1.6340116,0.8605996,46.48305,1.1451372
SRR20204815,-0.5617165,-0.27915016,13.94322,0.9755544,0.4869393,-1.3734778,-0.19344328,0.08019958,8.91874,-1.4742973,0.87289494,2.4882247,-1.4753335,0.039320365,-0.34347802,-0.683665,14.625459,0.9840532,46.887634,-0.7799853,1.9181114,184.46375,3.2472348,-0.35185778,-0.40583044,-0.5221997,0.8631897,23.861065,262.8772,0.36328685,-0.7101641,23.523645,1.7914289,-0.547457,0.15885702,-0.14569066,-0.104425676,-0.5791768,70.27528,3.2364182,0.8064767,45.352547,-0.37749344,-0.03425813,1.577939,0.12182423,-1.6342725,4.5371985,54.4544,1.4971104
SRR20204816,-0.7960335,-0.30123213,7.45868,0.76876146,0.25645205,-1.2317957,1.5348234,-0.17090288,6.244507,-1.4862111,-0.19186662,1.4660199,-1.5055696,0.15989627,-0.28359574,-0.044836078,16.261538,1.2507478,44.63568,-0.7769177,2.4721558,139.2818,3.505861,0.42025623,-0.3815486,-0.57673204,0.40337008,7.7370725,275.90698,-0.6876439,-0.69307244,28.874025,0.074806266,-0.56075627,0.34064656,-0.082119234,-0.87770903,-1.1435981,70.67503,3.388351,0.69349134,49.164726,-0.4883537,-0.15522794,1.0974321,1.8198915,-1.645214,9.374665,48.180492,1.2644699
SRR20204817,0.9417415,-0.29172522,7.86046,0.076783404,0.85291946,-1.4905552,-0.23922242,0.09487781,6.756737,-1.3825079,-0.86877465,2.3138494,-1.5925479,0.18063132,-0.28713432,-0.6643168,15.001185,0.042015154,43.942917,-0.7781348,2.4171789,164.40007,2.7809703,-0.82335585,-0.34398958,-0.500381,0.11090579,23.996265,234.94418,-0.3143818,-0.68938905,24.508413,-0.49799803,-0.49867693,0.81687534,0.20712122,-0.07060957,-1.0414771,69.19654,3.300031,-0.3986796,41.790207,-0.45456788,-0.008479649,1.2529339,0.98901653,-1.630613,10.9938545,43.304317,-0.763371
SRR20204818,-0.43928066,-0.35019737,2.30434,2.1251326,-0.6024437,-1.6615711,0.6196418,1.0260891,2.35103,-1.1238815,0.56052184,0.54586905,-1.585344,2.2525294,-0.49885672,-0.25824827,9.822513,-0.69092155,22.583849,-0.78260374,0.86012274,81.75519,1.5106438,-0.3729092,-0.4703535,-0.34979996,-0.3330577,0.61894,117.0953,6.0702724,-0.5895796,16.765585,-0.5511212,-0.5348485,0.74752814,-0.62390435,0.3465451,-0.21939172,32.468555,2.056205,0.23400845,41.170013,-0.44097677,-0.592953,1.4922216,-0.28425542,0.20576346,11.043411,40.845886,-0.7102227
SRR20204819,-0.48333004,-0.3902341,9.236627,0.9172663,-0.8673529,-1.7012165,0.24186143,1.0543761,2.8387964,-0.6292574,0.04530524,2.309806,-1.5632195,-0.005038239,-0.44409972,-0.30405283,11.536397,-0.6461315,30.672318,-0.6917096,1.0381438,87.90544,4.374237,-0.30274096,-0.48430076,-0.6742224,-0.35099915,8.278201,111.974266,0.43911415,-0.57305473,15.659547,-0.5432798,-0.51338434,-0.035733145,-0.5558322,0.6253255,0.4427078,33.510128,2.7561252,-0.39071637,40.320038,-0.3441148,-0.56152725,1.7587441,0.9809869,0.4386847,8.609292,25.194712,-0.696249
SRR20204820,0.69600767,-0.34054446,4.3116336,0.90641385,-0.16003405,-1.7244498,-0.4435868,0.73771656,0.38586396,-1.0446141,0.59824663,1.3194242,-1.5862484,0.92604804,-0.43112946,-0.2877665,12.270887,-0.66050833,15.476174,-0.7440761,0.14462975,59.04241,3.0417554,1.1384504,-0.37954378,0.57577926,-0.38881868,2.885954,80.460594,4.091213,-0.56634617,9.453496,-0.54666805,-0.45679078,0.06642234,-0.5060432,1.4652393,-0.4794033,30.943684,1.8807739,0.4398887,43.25219,-0.3329724,-0.5463667,1.5624926,0.79999655,0.06432725,4.0226703,36.96852,-0.69639105
SRR20204821,-0.50065255,-0.32402095,4.524071,0.7506907,0.078472495,-1.7379835,0.009828294,0.23595387,2.1873481,-0.7290338,2.0500894,1.3671854,-1.6682966,0.3049118,-0.52295506,-0.3138856,13.955349,-0.65201867,21.752449,-0.765452,2.9599757,74.849464,4.300316,-0.26232618,-0.45509252,-0.7038122,-0.36209384,1.7082107,109.731415,3.1254113,-0.5569019,16.286552,-0.65514,-0.52129495,0.26013392,-0.53673863,-0.22449002,-0.0270528,33.73553,2.3298957,0.0068479204,37.1258,-0.30321142,-0.57614666,1.835803,0.61026967,-0.022250066,3.1994514,34.37826,-0.69809055
SRR20204822,-0.7234295,-0.2363486,5.12233,1.6919264,-0.079273865,-1.4260212,-0.85496956,0.1374146,5.4956274,-1.2468307,1.4313159,3.796246,-1.6525646,-0.309163,-0.27188447,-0.45807973,33.591534,-0.6658613,130.58054,0.9614484,8.952489,323.52365,5.439032,-0.5008444,-0.23057778,-0.5291537,0.48856208,9.040362,372.38153,2.227149,-0.11950424,25.003305,-0.4622137,-0.61978334,-0.23428269,-0.74820924,3.8204424,-0.44655046,120.31724,3.07822,-0.6752474,61.5312,-0.20220546,-0.6036897,2.5339866,-0.86052096,-0.69407237,26.942251,36.578976,1.235584
SRR20204823,0.2120667,-0.22109205,6.204039,3.0340707,-0.17492437,-1.4623396,-0.41653645,0.5654513,4.724112,-0.84344333,-0.2496181,3.9309602,-1.6730624,-0.46868163,-0.2542267,-0.5245295,28.01406,-0.85969764,116.677185,2.5105634,6.70513,201.56485,5.4531517,0.44533804,-0.2520003,-0.5325674,0.8758599,23.855505,356.23346,3.4232059,-0.6993528,21.804493,-0.6202522,-0.6106347,0.1330219,-0.8481425,4.9478235,-0.42495295,121.53294,2.9456785,-0.66782707,50.320362,-0.20921306,-0.6763314,2.4105117,-0.30315888,-0.14252369,22.05954,36.020805,0.4718911
SRR20204824,-0.6916247,-0.22133227,7.324169,2.1755705,0.0019496311,-1.4788347,-0.39836878,0.027118694,4.0635953,-1.3669891,0.095050745,4.244548,-1.7488236,0.3453889,-0.3084955,-0.5045827,22.78323,0.101538114,109.80115,1.4984503,6.084244,287.14142,6.9079075,-0.5302682,-0.22689754,-0.5094769,0.934049,17.78305,359.07248,2.049265,-0.68279123,27.046738,-0.51048595,-0.62200314,0.03623877,-0.77687085,3.2227569,-0.6851427,120.88569,2.7720122,-0.8756503,56.606552,-0.21956362,-0.6432546,2.6410122,-0.8582076,-0.45939237,17.110296,53.49027,0.023453692
SRR20204825,-0.6959554,-0.23854084,5.649067,1.9552321,-0.5676654,-1.4811738,-0.40495235,-0.07055561,1.977359,-1.1964699,0.55872995,5.9582324,-1.6789613,0.2628848,-0.26505864,-0.5532156,26.784546,-0.29204562,117.75309,-0.7836639,6.151836,242.80313,5.46718,-0.5759836,-0.22848576,-0.52032274,0.62730837,13.599747,366.87317,3.2024727,-0.67287594,24.154129,-0.60639524,0.6052641,-0.17167081,-0.8142865,6.070669,-1.2024496,115.11494,2.7116315,-0.6744506,58.095272,-0.2176518,1.7632525,2.2788591,-0.5724231,-1.0627853,16.646065,29.758383,-0.36407155
SRR20204826,0.1585467,-0.3135515,6.2321057,0.90848124,0.3779659,-1.0498083,-0.8128507,1.2863624,-0.7095584,-1.290069,0.60093784,-1.3449247,-1.4567572,-0.8142413,-0.6292275,-0.41538364,8.31884,-0.44489744,33.39198,0.88565224,3.9805973,51.103676,3.4779882,-0.51863337,-0.4771604,-0.23069233,-0.46694654,12.996468,90.91405,0.8370837,0.6384792,8.337165,-0.66090465,-0.6997185,0.63195884,-0.47701296,1.5069767,-0.71282315,40.399586,2.2109523,0.089759514,23.692808,-0.5066027,-0.32069415,1.4511288,2.1653407,-1.2772914,11.737151,11.855606,-0.12194513
SRR20204827,-0.36897787,-0.41169035,9.153178,1.128593,-0.27549198,-0.9652425,0.22090685,0.8952099,-0.17724857,-0.61305636,-0.8330946,-1.3520904,-1.5638505,-0.80073684,0.762263,-0.39108297,15.352318,1.0925562,28.49511,-0.34412992,2.0459638,52.286648,3.399639,-0.5089298,-0.52179575,-0.2028839,-0.45126364,16.68081,76.18709,1.434003,-0.008458849,5.7589746,-0.57810205,0.125124,0.8684381,-0.51591516,2.1610293,-1.1297309,51.422188,2.1365378,0.18173635,24.16021,-0.48580655,-0.8062246,1.9970686,1.3009787,-1.5607495,15.883984,8.785057,-0.8178132
SRR20204828,-0.102651894,-0.41716442,8.996202,0.57508576,0.6944899,-1.0662589,-0.26845074,0.79498285,-0.4647214,-0.7309453,0.44392496,-1.3902235,-1.5882338,-0.7664633,-0.77969414,-0.40145153,9.868696,0.56320333,31.38449,0.11354191,5.3936405,53.060566,3.0870824,-0.5398631,-0.53714275,-0.081368655,-0.39623743,12.664234,50.864925,0.16012597,-0.29220867,4.5657277,-0.5656619,-0.71665215,0.8010524,-0.4413134,1.4459351,-0.89002097,33.062405,2.0042622,0.46403065,19.145662,-0.47502735,-0.3438184,2.010016,3.5534384,-0.8944004,13.189205,4.89551,0.0111573925
SRR20204829,-0.2851089,-0.32752803,5.7121515,3.2067945,0.25309068,-0.9401994,-0.517703,0.85552824,2.8774629,-1.4021976,0.6892236,-1.344109,-1.5486116,-0.8036077,-0.14263889,-0.4534909,14.647593,0.086341105,38.556873,0.41350216,5.0305424,68.596695,1.5192627,-0.53099257,-0.4914836,0.4777298,-0.44578505,15.833599,78.954765,-0.40941557,0.50720984,9.319214,-0.58970964,-0.04529042,-0.2618008,-0.4420645,1.9058894,-0.67904776,37.69086,2.328086,0.5282042,21.538746,-0.45631373,0.49603897,2.3764186,2.479541,-1.5653062,16.107773,8.175852,-0.803435
SRR20204830,0.6892056,-0.41107634,10.99358,2.2956715,-0.7986173,-1.5660267,-0.77048767,-0.20589282,1.4708402,-1.1209146,-0.017913997,2.636909,-1.6545107,-0.8546011,-0.44883552,-0.34363362,27.763998,-0.6843804,45.43743,-0.81690544,3.3167975,109.668205,6.2915306,-0.40569893,-0.51342463,-0.4384482,-0.50133705,6.9418325,184.43864,-1.1079817,1.8708453,15.746985,0.14419787,-0.06995785,2.2204466,-0.111785345,2.035799,-1.2658502,38.567802,1.753603,-0.3787343,52.18726,-0.41402683,-0.5549913,2.2415848,-0.899643,-0.6037679,19.285818,63.827118,-0.8509445
SRR20204831,-0.3876117,-0.3735991,22.47397,2.2370625,-0.77610594,-1.4519546,-0.12067238,-0.9792125,2.307627,-1.1587256,1.0756828,2.0495937,-1.7615403,-0.8545967,-0.45480803,-0.31143144,37.51898,-0.6552803,39.1041,-0.77178985,1.5661727,65.30125,0.31163454,-0.44239068,-0.57832384,-0.47648734,-0.5276997,17.835283,151.53154,-0.66483766,0.53942937,20.553114,0.26321092,-0.69078195,0.94604844,0.44256428,3.135587,-1.3193831,33.570232,1.7613863,-0.38851252,60.990074,-0.37973306,-0.56900847,2.7846103,-0.6689344,-0.5165219,14.294016,54.046593,-0.83337605
SRR20204832,-0.2416469,-0.45066145,9.951268,0.16926897,-0.3411734,-1.4851054,-0.795088,-0.78526574,2.876219,-0.89381325,0.27385464,1.3074667,-1.7635939,-0.83828676,-0.46334174,-0.33159286,15.769391,-0.6728642,28.169937,-0.8433201,2.7257292,68.98359,5.9916024,-0.5458352,-0.5553904,-0.5622569,-0.4902626,14.393209,133.95857,-1.1080377,-0.1114791,15.6414,-0.14221784,-0.69447356,0.75703937,0.49656442,1.5781082,-0.8158561,30.817122,0.83988696,0.28860915,54.00822,-0.42733812,-0.5607238,0.53286344,-0.67817783,-0.7182879,19.287323,40.138813,-0.84972054
SRR20204833,-0.40406767,-0.41244075,7.4869843,2.5569453,-0.3028098,-1.4194078,-0.7566859,-0.5701321,2.488172,-1.1455028,-0.41029358,2.5114167,-1.7090279,-0.84839743,-0.47310585,-0.31180665,19.233793,-0.69255704,45.863487,-0.83890104,4.4580226,111.955795,6.3546224,-0.3849628,-0.5854832,-0.5119033,-0.5017435,12.5153475,165.56525,-0.40478173,1.2490956,13.141645,-0.1968517,-0.07908026,-0.0046458337,-0.34812137,2.503994,-0.82771873,40.4631,1.7405843,-0.5111003,62.596207,-0.42430708,-0.61461306,2.2775576,-0.9097676,0.220056,16.794727,50.46679,-0.6220441
SRR20204834,-0.98266906,-0.7088354,0.23288903,-1.1512591,4.316704,-1.414097,-0.853141,1.4710153,-0.11158134,-0.44482484,-0.8506043,-0.31849015,-0.0013071834,-0.46781352,0.45418364,-0.75528055,1.4437841,-0.20015858,4.6043763,-0.96532464,-0.7841345,3.2119873,0.7579737,-0.9219725,-0.65833867,-0.87493,1.3118672,-0.8876898,8.715256,0.84918505,-0.872465,1.9882833,-0.70012254,0.022767581,-0.9063633,-0.7371023,1.4070265,-0.50807786,0.3384727,2.9041173,-0.89887834,1.645167,-0.7668072,0.6726332,0.6150867,-0.33032435,-0.9635302,1.2763754,2.2071133,-0.053373713
SRR20204835,-0.9361383,-0.68394065,-0.43863383,-1.1639017,2.5097666,-1.2585847,-0.9048449,1.1822573,-0.44243842,-0.31061366,-0.8574964,-0.5849444,0.08406352,-0.24051957,0.26737434,0.05403616,0.34813854,1.9467663,3.6576867,-0.9584606,-0.6539936,6.459507,1.4787787,-0.9258123,-0.609534,-0.87197685,2.1069603,0.65501446,7.1964216,0.9637299,-0.8679391,2.3581474,0.41373917,-0.9808627,-0.9656979,-0.51672196,1.518397,-0.972483,0.24974653,2.1460536,-0.9002437,1.9343411,-0.6496753,0.32741037,0.46965367,-0.34678522,-1.260508,2.697339,0.73306096,0.22426875
SRR20204836,-0.93569857,-0.7490912,0.15500021,-1.1565174,2.763032,-1.2488687,-0.9101551,1.4620593,-0.9244266,-0.02336175,-0.8506482,-1.0083342,-0.21679908,-0.4725179,-0.2595347,0.75032926,1.368812,-0.37913448,3.974225,-0.9604418,-1.031488,2.8385658,0.34514013,-0.92556614,-0.74653774,-0.8873246,1.5393219,0.72598964,4.7164497,0.080711424,-0.87258273,2.308411,-0.7452408,-0.8431456,-0.8762432,-0.90731746,0.3682565,-0.69670504,0.058900975,3.1562624,-0.9020136,1.1295018,-0.68237746,0.14574185,1.1265575,5.9275026,-1.1490283,5.0660152,0.75677985,0.22572833
SRR20204837,-0.94527435,-0.7000753,-0.37874073,-1.1769997,3.6357892,-1.3989102,-0.8230865,0.039927877,-1.1546792,-0.08695868,-0.83612263,-0.8008187,-0.4368555,-0.23598771,-0.80053246,0.52501655,1.2896914,0.38495824,2.333518,-0.95789707,-1.0344937,4.360369,-0.32255843,-0.93454766,-0.7785213,-0.8638191,3.4442756,-0.8678778,3.486881,-0.46952277,-0.8775324,3.1616719,-0.50091213,-0.7680519,-1.0058211,-0.543572,1.5044711,-0.57746816,-0.37513244,3.0848024,-0.90743047,0.70960504,-0.67682695,-0.29588693,-0.20887718,1.9164422,-1.4823852,0.6133865,0.31633693,-0.52676404
SRR20204838,-0.4671562,-0.6190146,7.7200933,2.6000452,0.0047172676,-1.5232937,-0.81786823,-0.18474035,0.8360928,-1.3786612,-0.8478723,1.650082,-1.576165,0.43147957,-0.94420904,-0.8106602,6.720894,-0.88958585,25.5036,-0.7168064,0.38246486,79.506165,0.85309684,-0.9385053,-0.83278066,-0.8317564,-0.7559687,17.181534,107.230125,1.3315003,-0.5204744,31.841972,-0.7738789,-0.9990018,-0.01109146,-0.33637372,-1.28369,-1.2318449,21.79976,2.5347464,-0.92522657,12.697371,-0.7902803,-0.95213294,2.7661886,-0.24328409,1.922645,3.3355012,4.500162,-0.78376865
SRR20204839,-0.54474485,-0.661222,5.4398737,1.2313918,0.4043543,-1.478842,-0.8162469,-0.5097858,0.2538786,-1.3905191,-0.84653366,1.8627213,-1.6649904,0.41992015,-0.94558173,-0.7278949,7.2154527,-0.89155704,22.272995,-0.7150922,0.65878475,74.277176,0.99382436,-0.9586504,-0.72549015,-0.8209166,-0.7790195,13.5230255,107.97244,2.0015528,-0.49121076,28.83688,-0.74278164,-0.9852178,-0.0038873367,-0.2912604,-0.8011174,-1.0776196,24.813734,2.3350554,-0.92266387,16.150055,-0.8038457,-0.9660769,1.9814526,-0.5561673,1.4769806,-0.60446733,8.703854,0.4564497
SRR20204840,-0.6970217,-0.6720888,10.6712,0.02574921,0.6727064,-1.582539,-0.8289317,-0.28014657,-0.060313437,-1.489075,-0.8532499,2.5842817,-1.6860487,0.66808957,-0.96292514,-0.79191095,7.7783985,-0.8903426,25.442156,-0.73855114,1.4517205,52.030922,0.31557572,-0.9601187,-0.7766872,-0.8216873,-0.8019894,6.577992,117.773834,0.75952,-0.5286336,30.15075,-0.7079924,-1.0195098,-0.081520826,-0.53217953,-0.2965953,-1.1982901,29.097437,2.725379,-0.9253935,16.93035,-0.8034231,-0.9516999,1.9506713,-0.04048843,1.117821,0.794671,9.353642,-0.2949477
SRR20204841,-0.67540586,-0.7251604,5.8884196,-0.46125066,0.29312122,-1.4723486,-0.82088065,0.13533859,0.5964493,-1.2585502,-0.8527661,1.9682178,-1.702631,0.17697048,-0.90162903,-0.7560632,5.627803,-0.36059126,30.619267,-0.7266436,-0.12752318,54.03107,0.7957824,-0.9222161,-0.82088464,-0.85585433,-0.8054713,17.318352,100.463394,2.8049364,-0.5520809,28.494753,-0.77911836,-1.0087955,-0.028096732,-0.91515887,-0.7532157,-0.7143662,22.911116,2.2278295,-0.92561907,11.368462,-0.83283955,-0.9802673,2.5452578,0.60333794,1.1319333,2.0422857,8.837928,-0.33882385
SRR20204842,-0.947576,-0.5139907,2.6204672,0.3874575,-0.11877511,-1.711195,-0.5341729,1.1814551,0.5921224,-1.4879216,-0.8472535,-0.075764254,-1.6573747,0.10661067,-0.9708752,-0.54292977,5.2268987,-0.036424864,47.028934,-0.7847357,2.0001996,34.784756,0.29326394,-0.8945123,-0.50303686,-0.8882295,0.23333174,15.0865135,214.0328,1.4184846,1.7185574,15.816453,2.3629673,-0.9692017,-0.4770673,2.0839818,0.41959956,-1.2757009,24.78661,1.509544,-0.10181476,24.39194,-0.5848263,-0.9993373,1.5203061,-0.50335306,-1.1650549,3.4796255,24.623857,-0.076271
SRR20204843,-0.92220163,-0.4575909,6.4274035,1.942638,0.511689,-1.8391434,-0.8432638,1.7393143,2.9283202,-1.6251875,-0.85657984,0.002788092,-1.8136152,-0.41712108,-0.9007105,-0.5894217,8.115225,-0.091976754,32.94813,-0.8464993,4.095454,36.92239,1.9536237,-0.87903047,-0.63786083,-0.7828172,0.050392732,12.164361,217.91458,0.85227543,0.40118822,17.817177,1.2238328,-0.64663,0.5179751,-0.25051796,0.20686468,-1.3082167,36.031612,2.622935,-0.052916955,30.647385,-0.6262328,-0.98889333,1.4509058,-0.49230924,-0.789321,10.3693905,26.025537,-0.0097089065
SRR20204844,-0.9972274,-0.47708517,4.5126095,1.0586282,0.14194489,-1.7958782,-0.8167307,1.1058187,2.0016727,-1.3052355,-0.8326948,0.34471458,-1.7943352,-0.70187306,-0.969818,-0.5182597,4.6687727,-0.85165876,36.909977,-0.75654274,3.8066955,35.88148,0.38945645,-0.9189849,-0.5607199,-0.82641697,-0.6914205,5.3553,189.88081,0.42332467,1.9192797,18.744938,3.9770288,-0.9656294,-0.024064528,-0.27987623,0.37468758,-0.7810451,24.281254,1.578936,0.22416703,28.825928,-0.5856584,-0.9623314,2.6484523,-0.8276237,-1.1842134,5.580829,24.68925,1.0083157
SRR20204845,-0.958299,-0.51995426,7.1655297,0.64760876,0.1479226,-1.7625142,-0.8250739,1.1235789,0.76324886,-1.3430618,-0.8468179,0.10177055,-1.8278657,-0.30568132,-1.0000615,-0.5048443,8.273371,-0.30222037,38.70305,-0.8161231,5.7312922,21.010372,-0.88350964,-0.9007316,-0.4953356,-0.83304065,-0.63681346,6.7654963,189.45308,0.8626923,1.6480453,19.08639,3.056411,-0.99840707,0.058178227,-0.0033783913,0.12894614,-1.6702224,31.198029,2.2597277,0.120594986,24.236256,-0.5855996,-0.95980674,1.8169094,-0.510354,-1.2206851,3.1355486,24.262482,-0.12253876
SRR20204846,-0.9936081,-0.57147074,10.978242,1.85789,1.523306,-1.4298022,6.1782837,0.36463082,3.601361,-1.1793474,0.16656524,-0.8334834,-1.7418953,-0.15370601,-0.97688913,-0.6636531,7.498161,0.38804078,20.796715,-0.8439024,5.5862904,103.30689,1.2944115,0.41029865,-0.8557955,-0.03873485,-0.7017326,14.835537,142.15773,0.36403596,-0.47017848,16.871166,-0.7727647,-0.83393645,0.25723112,-0.8776139,5.82603,-0.89638543,14.996315,0.15678452,0.37730044,13.25102,-0.7103217,-0.38225746,3.4723642,-0.8974756,-0.19623218,13.774527,35.51705,-0.69320315
SRR20204847,-0.68678725,-0.59612477,7.2494144,2.8005795,1.5378523,-1.576102,6.4166036,0.26528278,2.6772654,-1.2072035,-0.08476933,1.4508331,-1.7159973,0.83274376,-0.9678602,-0.72553176,8.892306,1.5738928,14.563378,-0.79624605,8.409656,87.75837,0.9158354,0.46454,-0.87941086,-0.509314,-0.7308879,17.331057,145.49997,1.1142383,-0.49121144,8.568212,-0.82248545,-0.6557418,-0.121349,-0.8877216,2.865102,-0.79460925,9.120872,0.3405011,0.5558111,10.607673,-0.7334867,1.3059604,3.9894247,-0.9025618,-0.7034433,24.542461,35.42429,1.7826611
SRR20204848,-0.8533119,-0.60816926,10.148209,2.3690658,0.2578937,-1.6619915,-0.053514197,-0.46321794,4.6648297,-1.0775073,-0.18818368,0.23312402,-1.7054567,1.284074,-0.94104195,-0.67790204,14.757988,0.08793335,20.85505,-0.8339444,3.6126626,87.48137,0.53128,0.4473941,-0.87766486,-0.84156007,-0.69118536,12.2562895,114.84941,0.43339166,-0.45440078,14.413835,-0.39006722,-0.67717934,0.7954502,-0.8710921,4.907759,-0.8188203,14.145814,0.5600838,0.979701,6.6665688,-0.68431824,0.17938332,3.328608,-0.52207565,0.11253482,18.482124,37.0757,0.6460241
