,ENSG00000000003.17,ENSG00000000005.6,ENSG00000000419.15,ENSG00000000457.15,ENSG00000000460.18,ENSG00000000938.14,ENSG00000000971.18,ENSG00000001036.15,ENSG00000001084.14,ENSG00000001167.16,ENSG00000001460.19,ENSG00000001461.20,ENSG00000001497.19,ENSG00000001561.8,ENSG00000001617.13,ENSG00000001626.19,ENSG00000001629.11,ENSG00000001630.19,ENSG00000001631.18,ENSG00000002016.19,ENSG00000002330.15,ENSG00000002549.14,ENSG00000002586.21,ENSG00000002587.11,ENSG00000002726.22,ENSG00000002745.13,ENSG00000002746.16,ENSG00000002822.17,ENSG00000002834.20,ENSG00000002919.16,ENSG00000002933.10,ENSG00000003056.9,ENSG00000003096.16,ENSG00000003137.9,ENSG00000003147.20,ENSG00000003249.16,ENSG00000003393.17,ENSG00000003400.17,ENSG00000003402.22,ENSG00000003436.17,ENSG00000003509.17,ENSG00000003756.18,ENSG00000003987.15,ENSG00000003989.19,ENSG00000004059.12,ENSG00000004139.15,ENSG00000004142.13,ENSG00000004399.14,ENSG00000004455.19,ENSG00000004468.14
SRR14506659,-0.3134582,-0.2945031,-0.31572795,-0.0021274602,0.38875988,-0.07969254,-0.12187752,-0.10098331,0.1893594,0.3226992,0.2118893,-0.26163745,-0.078564666,-0.3144995,-0.31275994,-0.30339277,0.19829112,0.14311042,-0.039359063,-0.31457287,-0.18436842,-0.21066406,-0.3119217,-0.3125282,-0.05160182,-0.30995432,0.09286376,-0.087797664,-0.061441004,-0.31547725,-0.22775106,-0.13647468,0.22976606,-0.31396374,-0.20119525,-0.17808071,0.14498807,0.10086711,-0.08903806,-0.10713127,-0.025415124,-0.106936075,-0.30636942,-0.31300986,-0.24263823,-0.31516254,-0.15931147,-0.21417196,0.024106853,-0.23974814
SRR14506660,-0.31410235,-0.25791976,0.23412158,0.24644777,1.5615795,-0.14358808,0.43224704,-0.31570035,-0.31613466,0.13059054,-0.31466702,0.73779863,-0.22652745,-0.31466812,-0.3124694,9.510946,-0.3099539,-0.21851888,-0.043608893,-0.3153707,0.48131174,-0.14954422,0.33333886,-0.30867708,-0.3083785,-0.30420837,-0.31109214,-0.18702918,0.45435485,-0.18295847,3.2999325,0.036401708,-0.311504,-0.31270683,-0.31601554,-0.3145861,-0.12092753,0.0014602428,0.10838018,0.10596483,-0.31552956,-0.10142422,-0.30627516,-0.31348857,0.16471492,0.27281764,-0.06789023,0.13386737,-0.17907669,-0.3155867
SRR14506661,-0.31005767,-0.25847656,-0.3155586,-0.31527224,-0.3119067,-0.19713874,-0.31509215,-0.3140085,0.045936666,-0.25515473,-0.31188124,-0.20852464,-0.31598654,-0.30601218,-0.30914837,-0.3045891,-0.10294399,-0.2500164,0.39105237,-0.31373182,-0.29602015,-0.0025186474,-0.22475962,-0.30345112,0.45594195,-0.2911473,-0.30807325,-0.03499205,0.019349407,0.40429276,-0.31373894,0.29733783,-0.29438585,-0.31154287,-0.31533664,-0.31335628,-0.3154537,-0.315458,-0.047393102,-0.05375137,-0.31448236,0.052360762,-0.30161732,-0.30759725,-0.08615587,-0.31443897,-0.3158334,-0.31576335,0.29460445,0.46136355
SRR14506663,1.6395158,-0.1435727,0.087059736,-0.31595847,-0.3118152,-0.19809484,-0.3158369,-0.31503347,-0.07302069,-0.2139602,-0.31506887,-0.12811711,-0.22161548,-0.31407675,-0.3100102,-0.3153801,-0.03233574,-0.3149302,-0.020698607,-0.31496552,-0.3152279,-0.2379833,0.116557986,-0.13958095,0.5936412,7.8207164,0.17850515,-0.08706066,0.3712711,0.26100892,0.5792123,-0.14349258,-0.30625176,0.08222713,-0.31513986,0.76745564,-0.31605303,-0.1380438,-0.23539276,0.19311637,0.2675875,-0.29272547,-0.31444696,0.6060978,0.15769343,-0.09421828,-0.31597486,0.41861582,-0.20277922,0.28774586
SRR14506665,-0.26119107,-0.30691352,-0.2645875,-0.23289378,-0.18726233,-0.07878352,-0.10828623,-0.00500487,-0.12708522,-0.23622626,-0.31512326,-0.17286234,0.36782622,-0.038989153,-0.072189465,-0.30856043,0.14720555,1.8508222,0.01733196,-0.3156966,-0.10971574,-0.1312849,0.2967083,-0.3141663,-0.3102114,-0.31303045,-0.30893216,-0.16771224,0.1297111,-0.15137354,-0.09159229,0.3213813,-0.31308803,-0.3136931,1.2460403,0.25608715,-0.044381022,-0.24395886,0.2925512,-0.20927384,-0.31581146,0.2102474,-0.309678,6.232775,-0.15296274,-0.31581974,-0.2714466,-0.27734762,0.14656805,-0.31583726
SRR14506666,0.60089445,-0.24304499,-0.11594558,-0.31553155,0.568535,0.050368097,2.2427413,-0.31488943,-0.08098978,-0.18220872,4.5114098,0.4568976,0.25662726,-0.31110397,-0.3105716,-0.30644745,0.15744199,1.1438706,-0.04315641,-0.3142284,0.28349227,0.016354514,-0.15811953,0.8053809,-0.30539256,-0.29782978,-0.31014684,0.15363899,-0.004625208,0.19487725,-0.31444237,-0.13155003,-0.30546007,-0.31222025,-0.3157276,0.8307823,-0.035716258,1.3730508,-0.14099714,-0.3161337,-0.31483212,-0.17515253,-0.30502275,3.6745994,0.2015211,-0.31470948,-0.31589854,1.209925,-0.31602854,-0.1830322
SRR14506667,-0.31086448,-0.2749812,-0.3157418,-0.3153981,-0.31213096,-0.09134426,0.5662509,-0.31388023,0.6256444,0.03230608,-0.31188244,-0.27748197,0.54609746,-0.30661383,-0.30973628,-0.30348772,-0.20816167,-0.31347167,1.484213,0.62657106,1.2030015,-0.31606966,-0.1875201,-0.30403513,-0.29378912,-0.29738483,6.96193,-0.31586963,0.20928644,-0.31517965,-0.31338698,-0.31565583,-0.2949512,0.117405035,-0.26684153,-0.31371182,-0.31547588,-0.31554842,0.088546544,-0.09420457,-0.3146305,0.26792958,-0.3012114,-0.307992,-0.09618979,-0.31431568,-0.31591952,0.14059067,0.0029911916,1.1332012
SRR14506668,-0.31514412,-0.29587096,-0.19295405,-0.20832999,-0.13762403,-0.24553084,-0.26741278,-0.009729238,-0.27956042,-0.1540968,-0.0016878269,-0.1379875,-0.2711504,-0.13269198,-0.3136821,-0.30283874,-0.030229142,-0.19541834,-0.09195225,-0.3151097,-0.06082742,-0.18428586,-0.035233933,-0.31399944,-0.29926172,-0.3144805,-0.30759877,-0.26631704,-0.10899043,-0.21738736,-0.3155605,-0.10856044,-0.24262737,-0.3133563,-0.122908495,-0.31565055,-0.24316221,-0.2448949,-0.13543873,-0.1408912,-0.19196771,-0.18457723,-0.30848318,-0.16207574,-0.07918962,-0.29288155,-0.2789418,-0.15082209,-0.14721501,-0.21661618
SRR14506669,-0.31519783,-0.2966419,-0.23583251,-0.23067686,-0.06909154,-0.13590722,-0.25382987,-0.14478627,-0.1969407,-0.06337447,-0.30413038,-0.17888735,-0.25098193,-0.15151371,-0.31383255,-0.014778185,-0.005785363,-0.3156513,-0.09524,0.016809046,-0.15482035,-0.23173407,0.0031095517,-0.31422743,-0.30066466,-0.31468394,-0.30821517,-0.18759218,-0.11305712,-0.22314207,-0.279632,-0.053328056,-0.08539105,-0.3136027,-0.12685177,-0.28271484,-0.085362166,-0.10789806,-0.12032617,-0.03518146,-0.2760775,-0.10656318,-0.3097122,-0.31277534,-0.15332928,-0.26079163,-0.20406866,-0.18432356,-0.15750325,-0.2456534
SRR14506670,-0.12928018,-0.29765174,-0.25628948,-0.23743539,-0.104006596,-0.21405545,-0.21512124,-0.08400364,-0.17332362,-0.087553486,-0.22698916,-0.012185626,-0.28805277,0.0032666598,-0.2700274,-0.29479754,-0.019847905,-0.055407546,-0.12402579,-0.12587148,-0.12475406,-0.21663187,0.034261476,-0.23561828,-0.30163762,-0.2117333,0.27472013,-0.2643115,-0.10098031,-0.27919072,-0.31569928,-0.10618331,0.004238438,-0.26753855,-0.13375162,-0.31563726,-0.18907374,-0.2365121,-0.14089467,-0.12636152,-0.28666088,-0.13020323,-0.31083378,-0.312904,-0.114903666,-0.30702737,-0.24924743,-0.2399402,-0.20432803,-0.3099294
SRR14506671,-0.027618533,-0.2991339,-0.2926347,-0.22496961,0.29204527,-0.2503545,-0.11271985,0.01888986,-0.14075775,-0.11630004,-0.07555927,-0.13780503,-0.26448882,-0.2262559,-0.31367522,-0.29539663,-0.08659661,0.32110527,-0.06458924,-0.17897862,-0.036074683,-0.18497922,0.23622382,-0.26923227,0.09983711,-0.31402022,-0.30485156,-0.17224377,-0.0676343,-0.2082475,-0.24704629,-0.17782119,-0.25457615,-0.31349358,-0.11480518,-0.31555343,-0.16986145,-0.25778595,-0.09341629,-0.11410152,-0.16196112,-0.17485689,-0.3090266,-0.31196207,-0.13012223,-0.2123563,-0.26465383,-0.23282108,-0.12574506,-0.20555413
SRR14506672,-0.03105565,-0.29575163,-0.20595455,-0.103725314,-0.0046086437,-0.19442962,-0.21203928,-0.28113812,0.37943766,-0.15793587,0.07180321,-0.09257329,-0.15830676,-0.12517309,-0.31344292,-0.30228072,0.24235873,-0.076298326,-0.013231236,-0.3151781,-0.0744472,-0.2059381,-0.107003495,-0.31348532,-0.29922515,-0.31383926,1.3208004,-0.2114538,-0.1183265,-0.11612415,-0.31543323,-0.15480371,-0.29923132,-0.31299782,-0.038840104,-0.13927813,-0.13932106,-0.21434051,-0.12439114,-0.107277386,-0.08435708,-0.13751417,-0.30575922,-0.31186673,-0.1193029,-0.28139803,-0.26513693,-0.19885264,-0.14446294,-0.12641585
SRR14506673,-0.18734886,-0.29874223,-0.23808713,-0.20468684,0.0065479055,-0.1911975,-0.31555846,-0.13965105,-0.1936475,-0.06886759,-0.028998485,-0.021740904,-0.21133737,-0.025006805,-0.31427664,-0.29936805,-0.058439173,-0.116317846,-0.10491897,-0.31526825,-0.09798229,-0.18291327,0.009847776,-0.31407705,-0.30446202,-0.16474102,-0.30622005,-0.2181283,-0.13530454,-0.2668076,0.044351958,-0.120385505,-0.118059084,-0.3136849,-0.09298624,-0.23888215,-0.1593539,-0.14437121,-0.13753437,-0.045211773,-0.24247126,-0.12833582,-0.30841517,-0.312611,-0.15633526,-0.25773326,-0.24910304,-0.24934462,-0.11888328,-0.20978014
SRR14506674,-0.31456655,-0.29394162,-0.20637251,-0.26804557,-0.124467276,-0.22113858,-0.15775162,-0.16093236,-0.097767696,-0.19238977,-0.31536937,-0.14473897,-0.17882876,0.26392198,-0.3140792,-0.29970613,0.011657415,0.3862665,-0.096825436,-0.087212995,-0.07978482,-0.11707985,-0.07149318,-0.31318474,-0.30488732,-0.3132983,-0.3048316,-0.29819483,-0.10168597,-0.29087925,-0.21400614,-0.13181497,0.36922413,-0.31337065,-0.10946611,-0.31555343,-0.08064665,-0.2936041,-0.12808053,0.0017464568,-0.14096914,-0.13300408,-0.30526176,-0.31225893,-0.20847568,-0.16408715,-0.2368812,-0.05706863,-0.15550539,-0.3158516
SRR14506675,-0.1432593,-0.29490864,-0.25456217,-0.25352302,-0.15534449,-0.16252251,-0.1302833,-0.19982365,-0.04534636,-0.12836027,-0.12969302,-0.060647447,-0.29872048,-0.10409433,-0.26404366,-0.03101559,-0.064249806,-0.23805499,-0.15738659,-0.28845003,-0.12395828,-0.1994081,0.037792105,-0.2035759,0.9439645,-0.3147953,-0.30973282,-0.2639527,-0.09102239,-0.1987245,-0.29407662,-0.13810039,-0.1448616,-0.3139311,-0.12390041,-0.28208226,-0.17063434,-0.20085058,-0.12646614,-0.13220488,-0.25594556,-0.16375935,-0.20583847,-0.3130011,-0.03889803,-0.3073366,-0.23025897,-0.24669239,-0.05109555,-0.24622026
SRR14506676,-0.057894688,-0.30090788,-0.28858417,-0.25103092,-0.14248444,-0.2248899,-0.22171322,-0.15938555,-0.2578313,-0.20617107,-0.27945507,0.2689714,-0.28501168,-0.064446874,-0.2713592,-0.29476306,-0.08994613,-0.15666361,-0.15032057,-0.29768112,-0.05954684,-0.24889375,0.20711687,-0.3143403,-0.30103356,-0.3142861,-0.30440846,-0.26957616,0.0025875384,-0.23214562,-0.277168,-0.110195376,-0.11902021,-0.2136831,-0.12833208,-0.303946,-0.1390953,-0.24104024,-0.15287688,-0.108690865,-0.27078837,-0.19435742,-0.30872414,-0.31210378,-0.010903322,-0.26849642,-0.18583134,-0.25626332,-0.19591257,-0.21936066
SRR14506677,-0.31452808,-0.2979348,-0.24328373,-0.16513169,0.08483805,-0.12511149,-0.2082229,-0.16866754,-0.26492321,-0.169545,-0.08520279,-0.12858322,-0.17873916,-0.10298485,0.011867364,-0.29588005,0.10706652,-0.31540793,-0.00042199096,-0.3151475,0.045112744,-0.10860897,0.15998745,-0.25364348,0.8638078,-0.3132755,-0.30399975,-0.25318465,-0.07231967,-0.20494977,-0.26889256,-0.09572387,-0.19158718,-0.3133731,0.03222404,-0.31548905,-0.12578043,-0.13352333,-0.0855484,-0.026651567,-0.24341775,-0.109070234,-0.30675495,-0.31192756,-0.12626131,-0.14285117,-0.22957167,-0.14392202,-0.14692543,-0.21000865
SRR14506678,-0.31466633,-0.29355946,-0.20117451,0.09402607,0.29515496,-0.13251942,0.44770858,0.23175834,-0.13092518,-0.095282905,-0.31543845,0.035521213,-0.08591792,0.748448,0.17239283,-0.2958345,0.028393133,-0.013357665,-0.081463374,-0.3153211,0.049127977,-0.06269975,-0.007925296,-0.3132753,-0.30098197,-0.31291682,-0.301996,-0.21478295,-0.092036754,-0.06978492,-0.31554613,0.06725533,-0.31533903,-0.31298155,-0.055689897,-0.31550732,-0.29485878,0.18636458,-0.11488134,-0.041978113,-0.31582004,-0.13802087,-0.30602193,-0.3121746,-0.15424743,-0.10005106,-0.11352701,-0.16697353,0.010121452,0.09299197
SRR14506679,-0.31475607,-0.29443315,-0.26092583,-0.10860602,0.39387748,-0.19569519,0.021166602,0.037035152,-0.17917016,-0.19958189,-0.03273921,-0.15656184,-0.22397459,0.09991097,-0.26434407,-0.30152825,0.008180891,-0.22143565,-0.113602675,-0.31502983,-0.036052104,-0.17370692,-0.14007504,-0.3135293,-0.3010206,-0.31394407,-0.3055165,-0.20864926,-0.056754235,-0.12434965,-0.31532037,-0.1719208,0.28667068,-0.18599266,-0.047115155,-0.29108062,0.11319594,-0.21456668,-0.16336966,-0.028102404,-0.2738222,-0.20364188,-0.306037,-0.052593593,-0.08277801,-0.2671377,-0.23606294,-0.111685365,-0.14795612,-0.13958527
SRR14506680,-0.2554639,-0.29607135,-0.26586747,-0.25661868,-0.22084996,-0.23219432,-0.31560153,-0.17076665,-0.1715785,-0.13140924,-0.1887583,-0.11254989,-0.26553333,0.12301031,-0.3139211,-0.3014903,-0.034178838,-0.25712982,-0.16142656,-0.2865598,-0.1092923,-0.1937926,0.0694346,-0.31445482,-0.30073133,-0.17965712,0.0035019587,-0.2338842,-0.14470153,-0.2513467,-0.2683817,-0.13458987,-0.16517344,-0.31378254,-0.16520765,-0.30554032,-0.15259822,-0.20410259,-0.1782344,-0.07347816,-0.20153256,-0.17051715,-0.3107337,-0.3128346,-0.104683176,-0.21267806,-0.23325709,-0.19833004,-0.20188583,-0.24122548
SRR14506682,0.35836482,0.9653412,-0.0029126287,0.070057124,0.1093731,0.18263014,0.022407556,0.13565508,-0.16724624,0.013042221,-0.083877556,-0.12879592,0.028919233,0.09533546,-0.18278429,-0.3029107,0.015503727,0.3854315,-0.026391784,-0.30709633,0.039291,0.28319556,0.17709278,-0.1741849,-0.30946028,-0.3147151,-0.30619967,-0.115883246,0.1557719,0.06687925,-0.25966352,-0.07117441,0.25975615,-0.3141409,-0.008527799,0.019048754,0.004094521,0.07587355,0.08835632,0.010079298,0.10178996,0.015110942,-0.30934164,-0.3141789,0.057167966,-0.09708868,0.16224293,0.24362354,0.11850302,-0.13619524
SRR14506683,-0.259329,-0.31116995,0.06742343,0.2632027,-0.14780995,0.31901646,0.00056840625,0.18820308,-0.09568667,-0.043957826,-0.12533566,-0.052242287,0.10560409,-0.04353694,0.02291566,-0.3108255,-0.10721947,0.061368305,0.042063184,-0.22264023,-0.018874038,0.36780047,-0.099459074,0.28102905,-0.31278995,-0.31561103,0.30709353,-0.03230734,0.19431475,0.023231506,-0.15531974,0.035658617,-0.14764309,-0.21513562,-0.047584686,-0.23812556,-0.1354026,0.035861984,0.2771973,-0.073704466,0.22362022,0.048887085,-0.16102494,0.19584441,0.06441795,0.1105946,0.027011825,0.014458926,0.17535312,-0.05397248
SRR14506685,0.060215414,-0.12192849,-0.010362938,-0.114731036,-0.095363095,0.083095565,0.0322209,0.049949393,-0.14562237,0.027819134,-0.017963592,0.19223417,0.08436751,0.18363744,0.49200016,-0.30280486,-0.020911938,-0.070150934,0.0731031,-0.15671302,-0.09842003,0.48140815,0.03271164,0.69885474,-0.12535994,0.038264215,1.3207895,0.0325203,0.026902411,0.06015991,0.30759525,-0.0058097397,0.23357248,-0.058431964,0.021438854,-0.20001386,-0.0014305518,0.06344346,0.012160422,-0.030982126,-0.09806588,0.0037264617,-0.30860478,-0.3135136,0.014857981,0.03219319,-0.10674286,0.1513965,0.075265996,0.080986425
SRR14506686,0.10427939,1.8892543,0.026181137,-0.03089057,0.048423726,0.24945316,0.1865346,0.2032651,-0.11407754,-0.001759833,0.5248772,-0.07262781,0.0563274,0.07431934,0.43479875,-0.30506435,-0.0083815465,-0.063259006,0.08571325,-0.27617782,-0.13573064,0.13386029,0.1446756,-0.25819954,-0.31013656,-0.14762452,-0.30603957,0.09459354,-0.0041587884,-0.07454483,0.3318025,0.036951873,0.35933888,0.9650655,0.09823841,-0.30926737,0.007346886,0.18175508,0.10906014,0.1267053,0.28061846,0.055029742,-0.30993602,0.56237614,0.21508981,0.01851334,0.089050345,0.09305288,0.07873424,0.31939775
SRR14506688,-0.27775815,1.6832957,0.08049457,-0.14574495,-0.16130613,-0.069484174,-0.10051567,-0.20538948,-0.067109674,-0.12849331,-0.1028667,-0.2194056,-0.040113743,0.011979397,0.23292783,-0.086942665,-0.06546401,-0.12760192,-0.16704811,-0.22665338,-0.0903588,0.12549137,0.2776908,0.19594893,0.68291503,-0.31464964,0.9633046,-0.13298318,0.11996628,-0.14015162,-0.024708485,-0.09020761,-0.29576406,-0.18214075,-0.114542626,-0.20292817,0.007138335,-0.08606673,-0.13177806,-0.07706856,-0.17353311,-0.17717868,0.6954099,-0.105239056,0.24653251,0.078464374,0.049963772,-0.020083366,-0.048766956,-0.24752307
SRR14506689,-0.11494861,-0.30050683,-0.08372581,-0.17796431,-0.03842007,-0.04183464,-0.1990856,-0.062285893,-0.09438107,-0.09769608,-0.0036436133,-0.05110763,-0.18621434,-0.071428515,-0.26605505,-0.07064017,-0.05249037,-0.045885257,-0.094008334,-0.08013129,-0.10745189,-0.12393439,0.05004513,-0.11541879,-0.30147845,-0.0172963,-0.30786958,-0.11134733,-0.04106362,-0.14677082,-0.2458977,-0.028828206,-0.20385733,-0.13240318,-0.1090969,-0.26620352,-0.18036373,-0.025131268,-0.090951964,-0.100294515,-0.20987739,-0.09235838,-0.30659366,-0.3127823,0.11706891,-0.2865399,-0.05895108,-0.12690037,0.035057828,-0.16095686
SRR14506690,-0.20019959,0.85738266,-0.24928865,-0.24888457,-0.18872182,-0.20321558,-0.22354011,-0.10935289,0.020268137,-0.23360442,-0.23331375,-0.094463885,-0.26023653,-0.18445092,-0.03044079,-0.06412092,0.01836634,-0.16403016,-0.21041004,-0.2728831,0.17722748,-0.15555868,0.056528307,-0.13025963,-0.022961024,-0.3013732,1.1596454,-0.24263023,0.01754251,-0.25356552,-0.27318633,-0.113268375,-0.1314638,0.22372727,-0.073302776,-0.27806607,-0.11578183,-0.21353786,-0.17357354,-0.13947067,-0.18290983,-0.21696244,-0.15973534,-0.0064089415,0.2799124,-0.23653343,-0.21274897,-0.28755167,-0.13884111,-0.21765108
SRR14506691,-0.313987,-0.28905925,-0.28215355,-0.17245562,0.19080296,-0.30290896,-0.29431126,-0.22808921,-0.15649138,0.2352979,-0.31493703,-0.20313229,-0.04737007,0.24634196,-0.3137721,-0.2992915,-0.13321225,-0.24922593,0.052987926,-0.31513882,-0.08997279,-0.30587107,-0.10976091,-0.31039718,-0.30765864,-0.31123817,-0.30630237,-0.21357536,-0.093290985,-0.31574133,0.020933464,-0.15214662,-0.3149068,-0.19323504,-0.13136445,-0.3151955,-0.046306234,-0.1281848,-0.08134949,0.022683198,-0.31520593,-0.17136295,-0.3032609,-0.31285098,-0.20441143,-0.3149147,-0.18571895,-0.11985123,-0.22846861,-0.31560245
SRR14506692,-0.31477287,-0.292788,-0.19912274,-0.12794875,2.181103,-0.10683423,-0.14272277,-0.21892054,-0.15386048,-0.029044388,-0.16717085,-0.081278,-0.2252991,0.1928592,0.4660401,5.3381605,0.10687707,0.75800353,-0.038209047,-0.025116034,0.011856723,-0.19555354,0.051556297,-0.3124438,-0.30046076,-0.31285578,-0.30643225,-0.15614142,-0.028780155,0.058589887,-0.09479214,-0.18650588,0.09464326,-0.31281313,-0.030769939,0.20200351,-0.11255052,-0.1675125,-0.056381788,0.006166322,-0.22004448,-0.14987402,-0.30386478,-0.31283474,-0.022832021,-0.13671422,-0.07703315,0.0034223902,-0.11942264,-0.08017816
SRR14506693,-0.24801636,0.096833736,-0.22656713,-0.21067846,-0.12996759,-0.2275692,-0.30523145,-0.13166356,-0.18707055,-0.21613953,0.012942158,-0.18178748,-0.18960626,-0.21883364,-0.31373328,-0.30816385,-0.08805777,-0.18078117,-0.06058239,-0.09269917,0.1493346,-0.14293937,-0.09106048,-0.17530312,-0.3025509,-0.31487593,0.09795616,-0.22129905,-0.010657468,-0.20981759,-0.3156275,-0.08009836,-0.14915943,-0.31292886,-0.080351114,-0.31574437,-0.19430456,-0.23273276,-0.10040255,-0.0556169,-0.27681106,-0.10740943,-0.30605203,-0.1141813,-0.0940805,-0.24590714,-0.2091823,-0.16233416,-0.24258745,-0.29356316
SRR14506694,-0.31493145,-0.29453772,-0.2355,-0.0572366,0.4382333,-0.09293192,-0.0739821,0.48052043,-0.20505583,-0.16348435,-0.31555396,-0.0707052,-0.112708986,0.66173,-0.3135126,-0.2976649,0.037177257,-0.019032506,0.03459924,-0.27568406,0.011906094,-0.23264745,0.033675235,-0.20945928,-0.29783967,-0.3134389,-0.30506924,-0.17486966,-0.01091252,-0.21314347,-0.06539318,-0.12018973,0.14071606,-0.3132889,-0.07920613,-0.3154936,-0.06646203,-0.07397404,-0.080391675,0.038639307,-0.31579086,-0.11466632,-0.3084444,-0.31219068,-0.116241775,-0.24295215,-0.14281344,-0.16867585,-0.073462985,0.17543758
SRR14506695,-0.08963693,-0.29738095,-0.23466964,-0.18572126,0.007453188,-0.17756751,-0.1646807,-0.09587661,-0.15889806,-0.20237082,-0.110903166,-0.12670778,-0.2609034,0.19309163,-0.26700822,-0.2999281,-0.052177843,-0.2292077,-0.108712874,0.09576173,-0.10732423,-0.2047108,0.02292363,-0.3142364,-0.30024755,-0.1969446,-0.30638835,-0.21842323,-0.117798984,-0.19879875,-0.21919242,-0.15921226,0.04326407,-0.26170856,-0.120816365,-0.20931466,0.004320197,-0.16600096,-0.13355312,-0.13697308,-0.14328118,-0.14404485,-0.30880287,-0.064578824,-0.004755774,-0.2215217,-0.2499441,-0.16667499,-0.13807636,-0.20069519
SRR14506696,-0.039578054,-0.2952882,-0.12930739,-0.16063519,0.017323045,-0.02292096,-0.16523406,0.04922906,-0.1690992,-0.08332083,-0.25731504,-0.10585903,-0.20245677,0.043710757,-0.028858269,-0.02424847,-0.009119228,-0.25354064,-0.13516282,-0.1528918,-0.021092463,0.04867811,-0.0326696,-0.09266303,-0.30280003,-0.3150261,1.0452927,-0.16250256,-0.04491211,-0.027323809,-0.22693934,0.02451156,-0.016648065,0.3630957,-0.023942042,-0.24534765,-0.123801276,-0.108175,-0.11103052,-0.093629934,-0.10807225,-0.12719353,-0.3108315,-0.31266215,0.06795825,-0.12611037,-0.12809363,-0.11660923,-0.06672241,0.22383973
SRR14506697,-0.26741713,-0.294669,-0.1131162,-0.25002244,-0.06689365,-0.24043459,-0.2685917,-0.05150898,-0.24677163,-0.24356669,-0.098397255,-0.23316273,-0.24981742,-0.14273953,-0.31322485,-0.30605724,-0.08628254,-0.21934994,-0.1202597,-0.3154299,-0.18458024,-0.17586994,-0.06679102,-0.31284517,3.0337167,-0.31385383,-0.11977298,-0.22719002,-0.034359682,-0.21772726,-0.22715648,-0.1388937,-0.28789064,-0.3124398,-0.14285554,-0.3019104,-0.22227755,-0.27366883,-0.10651551,-0.0831563,-0.2024274,-0.19777726,-0.30243978,-0.31220964,-0.006749355,-0.11764873,-0.25208062,-0.2675636,-0.25346774,-0.14401937
SRR14506698,-0.2936044,-0.29927954,-0.18784429,-0.2448126,-0.22291216,-0.22565055,-0.2654407,-0.08736541,-0.12925449,-0.14781496,-0.27908534,-0.24223019,-0.1718352,-0.15800358,-0.31347218,-0.30881584,-0.07454398,-0.2111559,0.06933432,-0.25701255,-0.16562487,-0.1666337,-0.13456593,-0.31306085,-0.30063817,-0.31452346,-0.30976567,-0.20862785,-0.07911688,-0.27585298,-0.31517267,-0.18849163,-0.2717491,-0.31273428,-0.049709808,-0.2905062,-0.13698876,-0.12008268,-0.09040874,0.17703205,-0.2477578,-0.07876738,-0.30425575,-0.31271744,-0.25703955,-0.31550854,-0.27325416,-0.17420258,-0.19821197,-0.031013409
SRR14506699,-0.31520554,-0.29189903,-0.2290976,-0.26497507,-0.19856381,-0.26003605,-0.27086258,-0.010355252,-0.2586652,-0.21016411,-0.26145157,-0.187439,-0.2701787,-0.18052147,-0.056266446,-0.3070584,-0.060231473,-0.2498656,-0.1501946,-0.27943373,-0.1993256,-0.18763196,-0.15572049,-0.31345963,-0.30218074,-0.31449202,-0.30848885,-0.26976547,-0.12665114,-0.17681411,-0.26565623,-0.1428315,-0.18333909,-0.31284717,-0.17993039,-0.3049346,-0.17931145,-0.24577528,-0.14033717,-0.103441924,-0.2615004,-0.20337896,-0.3053402,-0.31280372,-0.075097226,-0.2831345,-0.24318463,-0.21935785,-0.24925514,-0.19416232
SRR14506700,-0.09210248,-0.29557785,-0.19367401,-0.16265537,-0.08001243,-0.26874933,-0.18764189,0.03963162,-0.23111086,-0.20338812,-0.09473009,-0.22783366,-0.23550157,-0.12578844,-0.31350243,-0.3064488,-0.08811987,-0.20209245,-0.060701028,-0.2965783,-0.053180706,-0.07663532,0.111859225,-0.3132508,-0.30030373,-0.023221279,-0.3078153,-0.19306383,-0.07449303,-0.23772103,-0.20710799,-0.15811652,-0.16036667,0.20765209,-0.15037848,-0.2926854,-0.052352797,-0.18827783,-0.109710954,-0.116230145,-0.20174721,-0.14924732,-0.30440784,-0.31245863,-0.14324835,-0.2589273,-0.19476609,-0.22952136,-0.2121374,-0.23287289
SRR14506701,-0.2564077,-0.30193043,-0.18127166,-0.23323755,-0.09870918,-0.23195472,-0.28471106,-0.11906807,-0.21827523,-0.2608101,-0.23863441,0.19790913,-0.28734896,-0.19688483,-0.31344995,-0.12832256,0.05440617,0.124064505,-0.09014904,-0.31561536,0.058126006,-0.21670513,0.25946987,-0.31414685,-0.29793885,-0.31503904,-0.30941644,-0.19404879,0.110122785,-0.2205483,-0.18669823,-0.16486913,-0.22596616,-0.31294286,0.28199562,-0.2844033,-0.06516105,-0.2666558,-0.08283039,-0.12735313,-0.30909553,-0.20762789,-0.30645093,-0.31296924,0.004098753,-0.26695347,-0.15184173,-0.16357468,-0.25610775,-0.22987656
