,ENSG00000158292.8,ENSG00000100276.11,ENSG00000179761.13,ENSG00000196826.7,ENSG00000250021.7,ENSG00000127325.20,ENSG00000105976.17,ENSG00000187079.20,ENSG00000213088.15,ENSG00000203811.2,ENSG00000269955.2,ENSG00000136488.15,ENSG00000259753.1,ENSG00000129824.16,ENSG00000203852.4,ENSG00000288643.1,ENSG00000154153.15,ENSG00000165948.12,ENSG00000156239.13,ENSG00000188130.15,ENSG00000188811.14,ENSG00000197483.11,ENSG00000185829.19,ENSG00000072694.23,ENSG00000187116.15,ENSG00000133687.17,ENSG00000180537.14,ENSG00000071553.19,ENSG00000288859.2,ENSG00000270276.3,ENSG00000197238.5,ENSG00000278637.3,ENSG00000049759.21,ENSG00000151876.14,ENSG00000171067.12,ENSG00000100865.15,ENSG00000130958.14,ENSG00000124767.8,ENSG00000221978.14,ENSG00000118197.15,ENSG00000182093.16,ENSG00000138798.14,ENSG00000104067.18,ENSG00000139132.16,ENSG00000143149.14,ENSG00000117859.20,ENSG00000108587.17,ENSG00000157538.15,ENSG00000177885.16,ENSG00000073584.21,ENSG00000163681.18,ENSG00000153071.16
SRR17333061,0.10862533,0.22166923,1.1059263,0.26438144,-0.049593657,-0.2467374,0.008738044,1.0010586,0.13279137,1.0082368,0.11118294,1.2227879,-0.2566277,-0.01948662,-0.18431002,1.5693462,-0.08930485,1.3586944,-0.36635044,-0.10982241,-0.36491403,1.1414813,1.2581284,0.84342945,0.043547377,-0.046772886,0.7742228,0.58846307,-1.6354593,1.0897994,-0.61133003,1.2624284,-0.5903069,1.3441365,-1.4646511,0.9877028,0.7807635,1.2397176,0.36841035,-1.2270261,-0.3977961,-0.36062673,-0.5871157,0.3944709,-1.3276353,0.036361564,-1.5034115,-0.9896175,0.40193656,-0.4450566,-0.35180962,-0.46621987
SRR17333062,0.7144966,0.6040785,0.061461993,0.56228405,-0.24228846,0.026960474,0.5097851,0.8171973,0.47736603,1.0797817,0.9205757,1.0729878,0.052232794,0.11839323,0.38536263,1.4259301,0.20237124,0.38052094,0.743819,0.3162497,0.33779666,0.36440185,0.42767727,0.60390866,0.08446485,-1.5953875,0.94283634,0.6723753,0.20307082,0.930836,0.7885014,0.32533163,0.04112615,0.41420573,0.5750176,0.34533468,0.19897678,-0.019022755,0.5199493,-0.26846683,0.16211374,0.16388634,-1.2429662,-0.47735685,-0.35027868,-0.19424796,-0.16460347,0.28056705,-0.17821597,-0.058878615,-0.008555027,0.16412295
SRR17333063,0.030978411,-1.1673021,-1.7468818,-1.1537658,-0.22614473,0.7534502,3.184797,-1.3500862,-1.3916303,0.7115865,-1.5132871,0.8496397,-1.4352899,-1.1884675,-1.5385913,-1.5263855,-0.4376095,1.6689128,-1.8515432,-1.7961468,0.058652442,-1.0907137,-2.209206,-1.9308761,2.238132,-2.7409232,-2.1482038,1.3007141,0.5596767,0.82280374,-1.9224244,1.1526436,-0.7242215,0.152384,0.046520893,-0.48670387,0.45504066,2.3191113,0.5344664,0.5242772,-0.11709636,0.26754746,0.1155175,0.03819251,1.083348,0.18207408,-0.030903243,0.44116503,-0.114713416,0.01272264,0.69099337,0.20903243
SRR17333064,0.8203339,1.4279392,-0.7733434,-0.036202792,1.1456248,-0.9711186,-0.42925194,-0.52592814,0.43125108,0.914127,0.70534086,1.0686666,-0.3564795,-0.15044111,-0.22533885,1.1203651,-0.13969941,1.1052785,0.90738976,-0.72438884,1.5844706,-0.15943705,0.025273677,0.6678278,0.8472593,-0.8116904,-0.64745677,0.28466728,0.4985785,-0.19652653,0.0763859,0.1584916,0.64334273,0.25412866,0.4482791,0.95085067,0.48887825,-0.23275785,1.0569249,0.0041269446,0.30235684,0.23052642,0.9132503,-0.29626772,-0.55501217,0.6884484,0.48861307,1.0671741,-0.18798064,-0.5503083,0.5894743,0.6985705
SRR17333065,0.89696306,1.3201954,0.71631277,-0.09828991,0.8900846,-0.5274149,0.697521,0.73140913,-0.13497356,0.9083623,-0.14977671,1.2613814,-0.095907204,-0.18066895,-0.08474409,-0.0075300457,1.0455915,0.8046708,1.0068097,0.8202945,1.1634299,0.7770701,0.91356975,0.9398649,0.75205153,0.24877723,0.12938207,0.70972806,0.5469732,0.76097536,1.107675,0.39550185,0.11111748,0.51361346,0.37678033,0.9371705,0.36620617,0.080628425,0.992731,0.6316823,0.36289677,-0.43598145,-1.032181,0.33499247,0.44377944,0.60812515,0.50803506,0.30578047,0.6787048,0.32159278,0.34397146,-0.5685931
SRR17333066,0.45437092,0.73031485,-0.18836905,0.7628273,1.0929446,-0.21663952,0.2925116,0.42559677,0.39175433,0.5561675,0.4452701,0.12742393,0.18077421,0.4082593,0.46916315,0.56497455,0.14325498,0.3488216,0.08147938,0.042358454,-0.74221057,0.28122053,0.6690847,-0.62970793,1.3033456,-1.2857441,0.3152171,-1.4206313,0.37517282,0.7523784,-0.14501008,-0.71151096,-2.3124402,0.71056026,2.812513,-0.1708723,-0.057065733,1.3342605,0.74289805,1.5740134,0.8675141,1.427902,-1.0169419,0.3790218,0.94864875,0.04987777,0.14106959,0.20406812,0.19847894,-0.135184,-0.29824245,-0.15470037
SRR17333067,0.643515,-0.2454544,-1.1789277,-0.2201922,0.9965899,1.0228854,-0.5347314,-0.43552428,-0.1864218,0.8953044,-0.72821873,1.1331233,-0.71774733,-0.32423085,-0.71611,-0.6063749,-0.69714373,-1.1331443,0.55667233,-1.1132436,-1.5567491,0.15629819,-1.7496872,-1.3702401,-1.8176147,-1.9711367,0.9174546,0.12178509,0.14829844,-2.4162796,-0.98470235,0.19487262,-2.7527776,0.25352088,-0.36931115,-0.5289132,-0.23482136,-1.4206549,-0.5114175,0.38975802,0.9015685,0.12660825,-3.3249552,-0.10711452,0.19143426,-0.3044881,0.15754317,0.07768324,0.38004452,-0.37075225,-0.18316247,0.028038021
SRR17333068,-1.0932697,-0.41408452,1.7030894,-0.5065082,-1.2490343,-0.05865677,-1.0534234,-0.50682586,-0.60172015,-1.0647947,-0.91707796,1.065058,0.64907223,-0.68956757,0.37994283,-0.78236425,0.046903618,0.027926,-1.3324893,-0.5565265,0.22137693,0.89893323,-0.08123905,-0.04434857,0.43605477,-2.2507424,1.19435,0.036788214,0.22314106,-2.5789332,0.03709261,0.77008384,-0.5090039,0.5815403,-0.4556826,1.9950738,0.43745384,-0.014992514,0.20858864,0.6691183,0.95865834,0.33984926,-1.0268564,1.1297171,-0.5363644,1.082697,0.95473456,-0.64701056,0.3920013,0.18877913,0.029827148,0.018398354
SRR17333069,-0.4831307,0.16805384,0.89208144,0.19163048,-0.66160995,-1.3112715,-0.09240412,1.8799384,0.17587434,0.7842167,-0.23687497,0.7735698,-0.3884641,0.013062561,-0.9042156,-0.51635516,0.21360922,0.76905453,-0.8011698,1.3660449,0.6399033,-1.1285183,-0.23279436,0.6717485,0.3809395,0.038183987,0.80258024,-0.3683511,0.28634518,1.2173787,-1.2820073,-0.18168473,1.0356697,0.7852148,0.08297017,1.6871682,0.62432754,-0.9631962,-0.5924918,0.2878794,0.72433734,0.3574777,0.42068094,-0.19216047,-0.54049706,-0.31061396,0.16677858,0.41011146,-0.57283664,0.522362,0.39792153,0.57383907
SRR17333070,0.944584,-0.7127339,0.467283,1.6467787,1.2916645,-0.30295733,0.56229246,-1.0972339,-0.7123132,1.1289475,-1.111975,1.7031698,-1.0142354,2.5281143,-0.9978996,0.5925105,-0.13905813,-0.3783893,-1.3834451,1.2991322,-1.6858985,1.0863593,-0.8688937,-0.3045068,0.15307036,-1.8420174,-0.10887181,0.1872712,-0.010915361,0.24046333,0.042005893,0.75883394,-0.08131891,0.5376751,-0.11993761,-0.9325083,0.1612184,0.19329488,0.6380827,-0.68433404,-0.93306315,-0.2067324,-0.34854367,0.61845344,-2.014373,0.01711466,0.5792157,0.61340547,0.2490359,-0.31272003,-0.089093976,0.4242285
SRR17333071,-1.6528823,-1.1328825,-1.6071252,-1.1417495,0.97688586,-1.8989108,1.733565,-1.1521591,-1.3170775,-1.6325989,-1.4715558,0.7754392,1.3112341,-1.2784055,1.3530989,-1.3130403,1.2209399,-1.8334204,-1.7449158,-1.6770512,0.8166373,-1.6490216,-2.1399245,-1.8189311,-0.89472336,-0.71123713,1.2926114,-3.3017163,0.9281614,-2.722372,-1.5043606,1.5709952,-0.21362486,-0.42808828,-0.94503343,1.4974698,-1.1134568,2.2270095,-3.1306162,-0.3495567,0.72575027,1.0134251,-0.48378792,0.9993427,0.04997132,0.02289734,0.4823594,0.16321263,-0.046533473,0.22224759,0.9901919,-0.0022227454
SRR17333081,-0.41980606,0.32580346,0.50109833,0.36689022,-0.3691507,-1.2076429,-0.0054845503,-0.7884445,0.37324923,-0.5347439,-0.07008898,0.76584816,-0.2451562,0.09499767,-0.390917,-0.3920027,-0.30203632,-0.39745176,-0.72767407,1.4863839,0.74691194,1.8795668,0.13149723,-0.9464471,0.21372195,-1.650048,1.274373,-0.1338472,-0.045162115,-1.328885,0.6338885,0.74630857,0.5691842,0.58652055,0.69958013,-2.7179399,0.6216466,0.6619398,0.2081178,0.26938725,0.80204934,0.55600816,0.66497386,0.35585892,0.4723187,0.1995386,0.640175,0.0043599885,0.06637102,0.07129439,0.5946418,0.51839894
SRR17333090,0.7285926,1.2429351,0.5916459,1.54955,0.99775326,0.5202352,-0.92274374,0.68168515,-0.680845,0.6084811,1.602581,0.6897817,-0.7106347,-0.71716666,-0.6272099,-0.5963811,1.1649743,0.9740149,0.69049823,0.65558016,0.34473825,0.3881028,0.4443297,0.5109469,0.3181928,0.6604503,-1.2646563,0.38956982,0.44726276,0.5071062,-1.0864356,0.44581583,0.56832457,0.41506696,-0.008505011,-0.06263108,0.4604529,0.22221151,0.22169629,0.20231596,0.20049974,0.6382526,0.08385526,0.100537635,0.34325445,0.3847025,0.4250538,0.38426542,0.13449688,0.4650129,0.20986785,0.26532376
SRR17333091,-0.341182,1.0168552,-0.8876328,1.2704083,-0.3497882,1.444621,0.13689578,-0.39801356,0.5856528,0.42181274,-0.3482094,0.10488358,-0.02147024,1.2858061,0.08107406,0.3700658,0.28492448,-0.11834077,-0.76087546,0.11941713,-1.2409449,1.2826341,-0.08515645,2.592137,1.1638838,-0.022701934,1.699615,-0.010436703,-0.6383213,0.12955244,-1.0256748,-1.6468072,-0.31074113,1.4643846,1.8869135,-3.0683875,0.05852582,1.4983733,0.9434655,-0.22779714,-0.81036675,-0.5413365,0.26452765,-0.34676543,0.66266227,-0.43289998,-1.6648228,1.363547,0.70841455,-0.27972788,-0.101443134,-0.22592689
SRR17333092,0.5336572,0.9400963,-0.7848253,2.0367367,-0.7933707,-1.1617838,2.1166713,0.07973391,-0.58100903,0.35804093,-0.4053603,1.0078107,-0.30452803,0.5283562,-0.3424215,0.3175446,-1.1624957,-1.1492454,-0.9910902,0.59033954,0.84022284,-1.3372257,1.7080636,-0.21734264,-1.3266785,-1.1859052,1.2800059,-1.4613776,-0.041426122,1.2378874,-1.5680526,-1.750674,-2.955182,0.64735967,-2.477484,0.6722114,-0.7936216,1.3540214,0.75722694,1.9116384,-0.84084535,0.20061472,0.8493883,-0.28534716,0.5780617,1.0580726,1.1343846,0.6585373,0.5383816,0.07059018,-0.81840765,-0.54917103
SRR17333093,-1.0778785,-0.13494885,-1.1869913,0.8927014,-1.1938742,0.66353375,-0.98335975,0.13432851,-0.27300757,-1.0806564,-0.8290974,0.85953355,-0.7731853,-0.4023694,0.7069728,-0.63565755,-1.5517234,1.4617189,-0.8004153,0.9797918,-1.3493124,-0.05797522,-0.2910053,0.64042115,0.41510144,-0.0884837,2.0453568,0.3046879,0.58402795,0.42869493,0.8547775,0.15171275,0.34778368,0.61217755,-0.13549943,-1.3388865,0.5030547,-0.1101076,0.8331993,-0.0852812,-0.6404215,0.6136286,0.58960897,0.38504833,-0.015266108,-0.6318792,0.22460952,0.15942386,0.18262078,-0.6485431,0.2129049,-0.18197203
SRR17333094,-1.1327648,-0.50984776,0.5113141,-0.6005398,-0.9804078,-1.5849488,-1.1105678,-1.0184809,0.67035717,0.8075447,-0.957498,-1.2945545,-0.9612386,-0.518539,-1.058609,-0.99835545,0.5357305,2.18607,2.7947228,-1.4784275,1.3214236,-2.031175,0.59505004,-1.8633171,-2.7800007,3.231108,-1.7837031,0.105639875,0.31122392,0.25437972,-1.9481121,-2.5384214,-3.203095,1.7519894,0.1555059,0.5870515,0.8006135,-0.09587903,2.092187,-0.60032123,-0.00045143993,-0.43778825,1.6726736,0.27768448,0.6229416,1.2576417,0.2912201,1.2048253,-0.10288753,0.30885854,0.10221374,0.11824791
SRR17333095,1.9243876,0.032093395,-0.924966,0.030278984,0.30811027,0.25253865,-0.46767992,-0.59519565,-0.06454912,0.70915455,-0.51906943,0.7609695,-0.43767488,-0.050093144,-0.22339027,-0.48640242,0.63252795,0.6650716,2.4179254,-0.93592024,-0.784065,-1.2786794,0.8671855,-1.103062,-1.2778631,1.3840467,0.13787553,-0.434852,0.15957586,-2.2812376,-0.92201734,-1.827866,-1.6172264,0.36019665,0.057194594,-1.6870872,-0.6628704,-1.6267958,-1.0261426,-0.6077412,-0.83400327,0.18438901,0.66545165,-0.19397506,-0.17566451,-0.51707226,-0.73084074,-0.024911366,0.6858998,0.4277176,0.19811502,0.18053618
SRR17333096,-0.49383673,0.78150696,2.5267634,0.46147037,-0.731315,-0.5294287,-0.65523624,-0.26457542,0.3404863,-0.61355084,-0.36315745,0.653421,1.4861509,0.414526,1.8776867,0.97449046,1.4468179,-1.0686318,1.3873144,0.28181043,0.13979882,-1.1009157,0.6115971,0.45385826,0.51579267,-0.63981605,-1.3966603,1.278626,0.8043294,-0.03615171,-0.0316343,-0.17793162,-0.103279285,-3.1209805,-0.2745198,-0.061413955,1.3075471,-0.68114245,0.11784894,1.1615657,0.7393082,-0.26820856,1.5627947,0.17171909,0.7677059,-0.06250729,-0.9250589,-0.024431782,-0.062374495,-0.15043612,0.502041,0.14258097
SRR17333097,-0.7353433,0.2382371,-1.0556697,0.0032828406,-0.8757599,0.95097923,-0.8684659,-0.4261138,-0.30439276,-0.8090835,-0.6062834,0.45233595,-0.49578887,0.1123646,0.8971849,1.0852615,0.13769172,1.6089674,0.7041735,1.4510556,0.81211686,0.025283372,0.78411055,1.3067998,0.1610301,-1.1832358,-1.5273445,-0.66548777,0.5858503,-2.5575979,0.9659562,1.1618192,-1.4243281,0.7769318,1.8122227,0.53764963,0.43914446,0.43709037,0.9463195,-0.71868545,0.5899986,0.09472132,1.4875444,-0.040137123,1.3906511,-0.20133783,-1.3558619,0.51954293,-0.48264006,0.7243259,-0.3217489,-0.016295709
SRR17333098,1.9816744,1.3516245,1.5048149,0.64373213,2.4705148,1.2665163,0.14360686,-0.5966607,0.25437304,-0.42543724,0.09205349,0.396831,0.0025654475,0.2727985,0.50261754,1.4385958,1.8054566,-0.19503401,-0.567625,-0.8300982,0.21378161,0.4207963,1.1178964,-0.64980346,0.5991057,2.0399508,-0.98505205,0.14759924,0.59678906,1.4273909,-0.84835494,-0.79997754,-0.02819635,0.40462226,0.75519156,-2.5442243,0.3544119,0.7568341,1.908684,0.29195982,0.70206,0.2761567,1.7013946,0.45466146,-0.014008126,0.06621433,0.17303097,0.51125985,0.2103341,0.102140315,0.5620947,-0.08243455
SRR17333099,0.23041517,1.2928436,0.55532503,-0.065173045,1.2747701,0.9707423,-1.0904027,-0.314424,-0.5783864,0.8075094,-0.7117738,-0.8795812,-0.6322924,-0.21105424,-0.5432212,-0.51271635,-0.116648845,0.3559765,-1.137674,-0.21427003,-1.5269886,-1.1625359,-1.6763098,-1.2860477,1.5167835,2.9251385,0.85388535,-0.7840115,-1.721547,0.3047791,-1.0904632,1.1062936,0.7779521,-0.60343623,0.20681162,-0.95730907,-0.137239,-0.13514426,-0.15735689,0.7133285,0.5587623,0.69972825,-0.63571703,-1.0547605,1.2496582,-0.4143127,0.5379457,-0.016075032,-0.34715557,-0.39479536,-0.7062067,-0.3101343
SRR17333100,-0.53477883,1.3462567,-0.5064253,0.23425272,0.8617656,0.5099739,-0.3035951,0.106357574,0.16540383,0.79557645,-0.26461655,1.0923613,-0.2966686,-0.016235027,-0.642499,-0.0067499904,-0.2189011,0.8425869,-0.7520554,-0.96321356,-1.3105749,0.17351623,-1.3107599,0.45246693,-0.47048643,-0.6818227,0.85738194,0.33919972,0.73319376,-1.1290071,-0.9653229,0.442019,0.63213634,0.5159602,0.68881726,0.061134007,0.37666023,0.83899164,0.2124314,0.24813406,1.2820748,0.5629205,-0.076849885,0.10909535,0.24858831,0.66301847,-0.37230113,-0.05075462,0.5821335,0.23055433,0.40121442,0.46000707
SRR17333101,-1.2018129,-0.6391941,-1.5195874,-0.6360349,-1.032084,0.31624448,-0.09372892,2.2553456,-0.7053953,-1.2969772,-1.127499,0.89276206,1.7699374,-0.6390917,2.1973507,-0.9667418,0.16891034,0.08854941,-1.5885723,-1.3941928,0.10944953,-1.8478888,-2.0424385,0.14656831,-0.40799454,-1.4286734,1.3831744,-1.9018083,0.25964096,0.42648575,-1.6902001,-2.370281,-0.23966126,-0.32816747,-2.949501,0.18962573,0.009664083,-1.2286177,0.20664991,-0.481671,0.23105155,0.6892129,0.89096695,0.21271144,0.15076314,0.29151338,0.019105654,-0.63712025,-0.43912217,0.5513721,0.1426646,0.3015503
SRR17333102,-0.45989344,0.45488405,-1.057049,0.33019117,-0.719361,-0.26004446,-0.19235843,-0.41532508,0.34533063,1.0757213,-0.32287124,0.33728892,-0.34744948,0.17483096,-0.9486695,-0.2739746,0.107651494,-0.36451283,1.1861885,-0.96730316,-0.2948052,-1.2508538,0.5839067,0.69751513,0.774194,1.0784512,1.6669956,0.13998136,0.60546273,-0.25457555,-1.3206295,-0.49698088,1.3222291,-1.5145485,0.78098804,-2.3777196,0.074138835,-0.28586543,0.6997942,-1.4824483,0.67696553,0.5773423,0.50044984,0.31560782,0.6397996,-0.25188613,-0.01835143,0.42272785,0.5186599,-0.30965108,0.74303156,0.93695396
SRR17333103,-1.4445074,-0.8972835,-1.5355123,-0.927009,0.7723688,-1.8318733,-1.3639975,-1.1427565,-1.0405961,1.3186255,-1.2971338,-0.40958107,-1.292677,-0.9310613,-1.4995492,1.0136832,-1.8837126,-1.4609661,-1.5206357,-1.7534609,1.9408473,2.9966598,0.080557786,-2.1540632,0.9500341,0.61000824,-2.023746,-0.07449708,0.15317325,1.8591126,0.87858474,1.8974103,-0.34093398,0.5948561,0.8832328,-0.20774353,-0.44039133,0.18530075,-2.0140543,-2.478765,0.30066097,-0.6922153,-0.0010530852,0.29782587,-3.5556686,0.55745584,-1.3590155,-0.43483323,-0.648705,0.4766199,0.5091091,-0.9092192
SRR17333104,-0.2026677,0.33842286,0.933748,0.17197138,-0.85022044,-0.6152708,0.25814873,0.72192025,0.026351778,1.3945639,2.094375,2.4660466,-0.52845955,1.6199872,-1.0443513,1.1843314,1.2359337,-1.0159686,0.92283714,0.95590574,0.36714754,2.2946162,0.5854097,-0.4955076,-0.4681205,0.563241,-0.34832004,0.019196842,-1.7966151,-0.036890537,0.86969125,1.3625374,-0.103426576,0.213814,0.18779296,0.31682682,0.40327913,-0.06026543,0.3342102,-0.2797473,-0.22638626,-0.42088988,0.9062519,-0.11626893,0.74519145,0.59606296,-0.6487169,0.16133232,0.17491105,0.13219489,-0.3467578,-0.38818598
SRR17333105,-0.6532723,0.78559124,-0.90690976,0.6115845,1.1345204,1.5876284,-0.4177253,-0.372968,0.4047619,1.117001,-0.08135648,0.6315127,-0.123785675,0.50022507,-0.3982286,0.77055186,0.0878174,-0.46663913,0.29069194,-0.27155584,0.29252905,-0.24587356,-0.021478603,0.3991829,-0.5010725,-0.07948072,-1.3592032,-1.3549081,-0.98001146,0.42783126,0.36152676,0.72633964,-0.06354478,-0.062640965,0.6743079,-0.62189955,-0.6737149,-1.2942698,-0.22703056,-0.6419766,0.07452494,0.15084104,0.5908942,0.7139503,-1.7742909,-0.21958265,0.76352924,-0.13819376,-0.2321388,-0.08852326,0.26778767,0.41123042
SRR17333106,0.027476648,-1.152422,0.12151097,-1.1668679,1.0545652,0.11905913,-1.3561592,1.0687386,0.5838068,0.92757744,-1.3901728,1.070071,-1.376144,-1.201133,-1.4121381,-1.377938,1.0068101,0.089261785,-1.731285,-1.7078402,-2.0444837,0.49437124,0.23605797,-1.8353401,-0.304254,-0.64478034,0.52394134,0.16219108,0.26915288,0.98149765,-1.9188985,0.411814,0.327266,0.6951245,0.5627862,0.8263831,0.46905264,0.1619554,-0.30061343,-0.06627693,0.42326254,0.30203658,-1.2319069,-0.108069986,0.37408474,0.70613927,0.083844624,-0.09922953,0.059015553,0.28218248,0.32327783,0.5826125
SRR17333107,-0.52272934,0.13369823,1.2457539,0.19451457,0.6875556,1.1026653,-0.16283105,-0.8280838,0.19702838,-0.61212134,-0.20729639,0.30740288,0.663565,-0.051541567,2.1117504,1.0458117,0.48408672,0.18360792,0.53302926,-1.0152844,0.8185055,-1.0731486,0.2468658,-0.96437347,-0.32162324,1.3390435,-1.1894767,-0.20608918,0.39657912,-2.694594,-1.1030627,0.16895993,-1.695765,-0.16527164,-0.8862512,-0.545023,0.6128513,-0.79545355,-0.27030194,0.6068706,-0.6125234,0.18375304,0.18265633,0.5425182,0.35635766,0.049508985,0.27698922,0.5483227,0.6167735,0.3510753,0.7284739,0.5548081
SRR17333108,-1.3847238,-1.3663119,-1.716686,-1.3616382,-1.4501697,-1.5535287,-1.40622,-1.5370206,-1.399084,-1.6606082,-1.3942404,1.1155025,-1.5469236,-1.3874093,-1.6645942,-1.456206,2.4474413,-1.4168253,-1.5644038,-1.457155,1.1185024,-1.4875362,0.7909488,0.83547306,-2.3822942,1.5036067,0.14305419,1.4924356,-0.61235267,-0.7217951,1.9820583,0.98169684,1.5088888,-0.08881171,-2.2520204,0.0897944,0.4293847,-1.230841,1.939274,0.6072039,0.3498782,0.33976722,-0.44159278,0.5972346,0.69024926,-1.409883,0.09424509,0.9509572,-0.469571,-0.15554282,-0.04300664,0.47916505
SRR17333109,0.34836712,0.40842572,0.30730054,0.46465236,0.2677201,1.2666938,0.22206233,1.1195976,0.28417134,-0.21778938,0.36049294,0.989894,0.06432836,0.36812717,1.4515603,0.26719216,-0.8550211,0.3319771,-0.083608165,0.12630427,0.08183859,0.12337121,-0.48248023,-0.009042011,-1.211693,-0.9279412,-0.69775456,-0.009324958,0.5860584,0.59295034,-0.6336642,-0.8322663,-0.0226451,0.78427,-0.71181744,-0.0209661,-0.14061855,0.87330747,0.23463626,-0.8918556,-0.08264465,0.034726545,1.4538647,0.5575002,0.5584635,-0.97298354,-0.86549175,-0.18523365,0.1848778,1.0823345,0.35030797,0.4984886
SRR17333110,-1.7716659,-1.4266275,2.5971324,-1.4120153,-1.8013942,-1.9049977,-1.5259603,0.9917381,0.71167415,-1.905646,-1.7388266,0.2828991,-1.7244097,-1.4127504,-1.4937817,-1.64349,1.5137482,-1.7039206,-1.8454009,0.91838807,-2.2527807,-1.8846211,0.5537095,-2.04251,0.23585817,-2.3923116,-2.2066913,-0.03745557,0.15663294,-2.8922002,-1.8724189,-2.3237405,-0.50714356,-2.9961197,1.6003959,-2.0774333,1.0425746,-3.0354002,0.88558435,-4.0271893,-0.16992487,0.33472687,0.37492952,0.538057,0.8730954,1.580993,-1.1760427,-0.25416082,-0.42801553,0.34399155,0.24105725,0.066596225
SRR17333118,-0.32156688,0.093176685,0.12107989,0.15469296,-0.13563725,-0.18663412,0.018091932,-0.24766533,-0.0033230959,1.2159635,-0.16766687,0.8497098,-0.41326728,0.16847652,0.029547868,1.2149752,-0.7841691,-0.09643857,-0.310719,-0.31155297,-0.83426446,-0.36722896,0.7469368,-0.55135536,-2.4834535,-1.5167525,0.45493895,-1.0834556,-0.89960486,0.54766375,-0.3463493,-1.0028242,-1.7546148,-1.6473328,-0.03000724,0.23524393,0.50758797,-1.8971484,-0.54276997,1.2932898,0.5228178,0.17308833,-0.20348209,-0.40141135,0.1628094,1.2947785,0.72028524,0.73805577,0.25981295,0.7807111,0.08491923,0.22723071
SRR17333119,0.12127495,0.5905716,1.2749815,0.6803067,0.25704703,0.28415054,0.55228347,0.500377,0.48094386,1.6903068,0.37939826,1.3153312,-0.010436978,0.6542193,0.42940646,1.2937136,0.4075453,0.48289797,0.19478408,0.19331121,-0.483832,0.2830834,-0.44378284,-0.029263467,1.3313408,0.9720358,-0.38460085,-2.2106454,0.98519194,0.32984978,-0.060868908,-0.6181159,1.3475745,-1.3302445,-1.5338037,2.0522711,-0.4374752,-0.9598979,-1.4526703,-2.8701348,-0.42790717,-0.0060358243,0.6143819,-0.037213586,-0.5148061,-3.6724534,-0.20590222,-0.4495185,-0.7415127,-1.2066141,-0.35082573,0.039306052
SRR17333120,0.426139,1.3081701,0.2421388,0.7009885,0.54506,0.4673794,0.90468985,0.6176816,0.47462788,0.25968462,0.62418824,1.1562408,2.0778809,0.7099364,0.5182762,1.591142,0.22467782,0.55735976,0.38517943,0.43518007,0.83125174,0.4540472,1.5116783,0.39063725,-0.43927747,1.0716779,-0.21787488,0.7420722,-0.14099151,0.20305425,0.34260723,1.1379415,0.6379124,0.7555735,-0.5203329,-0.9257399,0.9480392,-1.1277524,0.547302,-0.88049513,1.5950367,1.0300329,0.6754484,-0.43524358,1.0900141,0.018653532,-0.057377513,1.3513306,0.8618037,0.09369918,0.9968509,0.81656647
SRR17333122,1.0129304,1.1008304,0.6564737,1.2982799,0.7017067,0.87967485,0.81281495,1.0730964,0.8700754,0.72715837,1.2143548,1.3113842,0.83620185,1.2731638,0.8713715,1.634084,0.7723826,0.73918194,0.79361457,0.89924556,0.5251395,0.943767,0.16241017,0.91809714,0.547166,0.27352402,0.104150735,0.86628705,0.2539409,0.66104174,1.4101155,0.3519808,-0.42646372,-0.040040657,-0.24354623,-0.42043132,0.29845574,-1.1139671,-0.44012764,-1.2707453,-0.8587802,0.33799332,0.017521463,-0.6046835,-1.0047244,0.12070016,1.2614855,-0.58335066,0.985195,0.2911706,-0.6120984,0.42344636
SRR17333123,-0.8643861,-0.74580896,-0.9566529,-0.7095125,1.4900814,-0.7822908,-0.8434107,-0.7358583,-0.8077844,-0.98434144,-0.7617545,1.1065189,-1.0560749,-0.6992325,0.9580187,1.1844405,-0.9487502,-0.8554933,-0.9604121,-0.82046074,-1.064922,-0.83185303,-0.05368024,-0.8459623,0.17432201,-1.4582862,1.3982763,0.5899787,-1.6923392,0.97109675,-0.97558826,-1.3885837,0.42483217,-1.6457142,0.8367309,0.70528406,0.18395644,2.701945,0.36288667,2.6224692,-1.1357908,-0.9072867,0.4650923,1.1073923,0.35320222,0.7816161,-0.9813229,-0.91212785,-0.8237323,0.7626415,-0.13472854,-0.20287769
SRR17333140,-0.23768215,0.5111319,1.220192,0.47476262,-0.27495253,0.14998989,0.119504124,0.7551498,0.6579997,-0.3464723,-0.020714428,0.61874264,-0.13121119,1.557197,1.4615686,1.2683924,-0.7957375,0.88010615,0.27107817,0.97306895,-0.2718024,-0.41354433,0.25869516,0.07142638,-0.48587778,-0.81489366,0.42619476,0.6455955,0.39035067,0.90445024,1.2451248,0.94727546,-0.5714227,1.276769,0.09623078,0.036331832,0.22668654,0.25312895,-1.1013243,0.51163155,0.92540336,0.4088388,1.0119277,-0.19319275,0.18337423,0.67428035,0.2087475,0.15875177,0.05698328,0.56174415,0.505384,0.42972386
