,ENSG00000158292.8,ENSG00000100276.11,ENSG00000179761.13,ENSG00000196826.7,ENSG00000250021.7,ENSG00000127325.20,ENSG00000105976.17,ENSG00000187079.20,ENSG00000213088.15,ENSG00000203811.2,ENSG00000269955.2,ENSG00000136488.15,ENSG00000259753.1,ENSG00000129824.16,ENSG00000203852.4,ENSG00000288643.1,ENSG00000154153.15,ENSG00000165948.12,ENSG00000156239.13,ENSG00000188130.15,ENSG00000188811.14,ENSG00000197483.11,ENSG00000185829.19,ENSG00000072694.23,ENSG00000187116.15,ENSG00000133687.17,ENSG00000180537.14,ENSG00000071553.19,ENSG00000288859.2,ENSG00000270276.3,ENSG00000197238.5,ENSG00000278637.3,ENSG00000049759.21,ENSG00000151876.14,ENSG00000171067.12,ENSG00000100865.15,ENSG00000130958.14,ENSG00000124767.8,ENSG00000221978.14,ENSG00000118197.15,ENSG00000182093.16,ENSG00000138798.14,ENSG00000104067.18,ENSG00000139132.16,ENSG00000143149.14,ENSG00000117859.20,ENSG00000108587.17,ENSG00000157538.15,ENSG00000177885.16,ENSG00000073584.21,ENSG00000163681.18,ENSG00000153071.16
SRR20204808,-1.4143027,-1.1886159,1.7841202,-1.1526229,-1.4747754,-1.2592218,-1.8160703,-1.6122955,0.1311259,-1.5158312,-1.4127471,-1.3337809,-1.216862,1.1437839,-1.1066068,-1.4613054,-0.47853428,-1.2078087,-0.03665965,1.1136193,0.6587061,1.6116308,-1.1066097,1.125222,-1.9139267,-2.1542573,-1.8347999,-2.055305,-1.8532782,-1.8130081,-1.6494644,0.3926303,-0.3168088,0.21120307,2.1897233,-0.056443013,0.36854753,-0.25484595,-0.8215477,-1.4868934,-0.56106097,-1.4575832,-0.34939885,-0.19468123,0.5346919,1.23803,-0.73416436,-1.1447961,-0.43558815,-0.7477058,-0.46891192,0.1693971
SRR20204809,-0.7968595,-0.47044596,2.0566964,-0.41191697,-0.8839445,-0.57971406,-1.311778,-1.0569936,0.5656876,-0.934886,-0.79970104,-0.68640107,-0.5258309,1.1219594,-0.3451027,-0.94634545,-0.408294,-0.5008637,0.059306744,1.1158836,-0.16187534,0.6482322,-0.3451069,1.1135625,-1.4612879,-1.7242123,-0.5984147,-1.6377188,-1.3762751,-0.16059372,-1.1257733,0.37390336,-0.41333956,0.22215037,0.93548524,0.4324051,-0.03237997,-0.94597733,-0.6725579,-0.9123031,-0.5423411,-1.356215,-0.8720597,-0.8272167,0.010870032,1.396777,-0.4783319,-0.69749373,0.42927408,-0.16026194,-0.8410702,-1.1194748
SRR20204810,-1.7715508,-1.5751568,-1.8631185,-1.5356483,-1.867129,-1.8309801,0.48916677,-1.8792146,-1.9586728,-1.8448951,1.4657625,-1.6275601,-1.7151074,-1.792151,-1.4978085,-2.690039,0.025251215,0.27198324,-1.8703163,0.67710966,-2.0770772,1.2888055,3.180601,0.27150282,-2.409189,-0.64523906,0.622099,-0.21647733,-2.5048869,0.32130274,-2.086529,-2.1636753,0.28564498,0.8979004,-0.4182262,1.0295111,0.1399289,0.7116359,0.19745807,-0.6011549,1.2292207,0.9416618,-1.4785858,-0.041290008,0.77388203,-1.2812057,1.3279356,0.5046299,1.5454502,0.03620748,0.824204,-0.4198039
SRR20204811,-1.1955965,-0.9395197,-1.3128254,-0.8866715,-1.315947,-1.271598,0.32718626,0.25208154,-1.434162,-1.2926654,0.8991954,-1.0128057,-1.1228169,-1.2261845,-0.83537704,-2.2881184,-1.5212808,0.35049257,-1.3233978,1.3109975,-0.49003583,0.09578391,3.2003453,0.19077328,-1.9651651,-0.6041249,0.5440605,-0.17402166,-2.0812771,0.03575419,-1.5851871,-1.677878,0.16123314,0.48008537,-1.084045,1.0316344,0.31695083,0.23168716,0.12539314,-0.8827688,1.5086234,0.7179147,-1.7279721,-0.6579658,0.8572944,-1.6199046,0.8018604,0.010681592,1.6251363,0.34820604,0.2281205,-0.410147
SRR20204812,-2.3147874,-2.1635544,-2.393551,-2.1340241,-2.3945596,-2.3645577,0.33556023,-0.10497932,-2.4537385,-2.3754997,1.6141462,-2.1963754,-2.2837915,-2.341434,-2.104912,-3.1648417,-2.5314784,-2.2952938,-2.3955333,0.584771,0.22968678,0.8889129,3.1735988,0.9625842,-2.8389158,-2.895972,0.723021,-0.33308688,-2.9398327,-0.41450575,-2.5699012,-2.615946,0.10209114,0.56344193,-0.72917086,1.3318588,0.53459257,0.7070631,0.0053219097,-0.7582715,1.6758484,0.94180936,-1.7339522,-0.1754977,1.3982514,-1.3157102,1.0164974,0.26488197,0.95480573,0.1975199,0.14739485,-0.13722794
SRR20204813,-0.6231278,-0.27299887,-0.7875902,-0.19689485,-0.78035754,-0.73034483,-0.26865953,0.054733977,-0.9172074,-0.7582952,1.74792,-0.37655413,-0.5437673,-0.68026674,-0.118633665,-1.9762031,-0.31995016,-0.58613825,0.10229587,0.774432,-0.37627733,0.7232305,3.1901917,0.3637252,-1.5545473,-1.0304697,0.79249823,-0.17406532,-1.71042,-0.45978883,-1.1077774,-1.1973865,0.54113644,0.4338409,-0.25938508,1.472213,0.13728021,0.4595922,0.6803027,-0.5726819,0.9466748,0.7743922,-1.8927946,-0.33410883,1.4959496,-0.84269917,1.0680666,-0.20951127,1.0683839,0.1326672,0.14371188,-0.15858795
SRR20204814,-0.14899363,0.15107284,0.6314809,0.15897314,-0.39667612,1.0115013,-0.4120089,-0.2567714,-0.4555542,-0.47415814,-0.527526,-0.0025083597,-0.30128044,1.1085204,3.0592797,-3.9697957,0.75018334,0.3611811,-0.58800393,0.12938273,-0.8470555,-0.33110663,0.34218162,-0.82896066,1.8550268,0.45236412,1.2588814,1.0701481,-0.18617034,-1.7934514,-0.7302919,-1.0025785,0.17545082,0.12191688,-0.2457029,0.37756258,-0.46281096,0.65625316,-0.28725463,-0.7154957,-0.64148974,-0.0650269,0.7626996,0.41613936,-0.18980692,1.162875,0.30223322,0.28425276,0.41785288,-0.66003567,0.59327245,0.26573807
SRR20204815,1.427725,-0.5174513,0.22519615,-0.5180967,-0.8934227,1.2205819,-0.89718235,-0.7968881,-0.8559156,0.87743545,-1.0108212,-0.55201745,-0.85795945,1.1082696,-0.40463448,-4.4147587,0.71677583,0.67523897,-1.0221193,0.6076937,-1.2562234,-0.83205485,3.1103692,-1.22906,1.3842868,0.12828554,1.3787435,0.4534941,-0.1565849,-2.0172322,-1.1259317,-1.2816079,-0.05144508,0.22796252,-0.26444602,0.2250563,-0.65169173,0.8720689,-0.19545823,-0.9868367,-0.42069444,-0.37959808,0.29863548,0.20420457,-0.7409529,0.91088027,0.07849962,0.024208998,0.18140358,-0.6535344,0.13892534,0.0042914515
SRR20204816,0.71504223,-0.3265381,0.8256566,-0.3221555,-0.7434016,0.9513325,-0.7477667,-0.6268234,-0.76123893,0.60699064,-0.86035734,-0.42036068,-0.68192893,1.0781248,-0.20227878,-4.4819384,0.22489415,0.83304673,-0.88558054,-0.8753264,-1.1127982,-0.67663395,-0.2020227,-1.1002768,1.1621572,0.52178884,1.2026083,0.4916844,-0.11949784,-1.9630581,-1.022227,-0.15645142,0.4419963,-0.317471,-0.5053504,-0.056346163,-0.54131126,0.4614863,-0.5316422,-1.1269555,-0.44594404,-0.14612071,0.6311435,0.3650505,-1.0435324,0.86117154,-0.104143195,-0.104616076,0.17785142,-0.6072987,0.41748264,0.31064948
SRR20204817,0.4542443,1.0312604,0.35102645,1.0379077,0.06667991,0.9251926,0.05193391,0.2663074,0.083652206,0.9181704,-0.14212604,0.801338,0.14933138,0.98821044,1.7281475,-4.2060647,0.5358116,0.47593617,-0.17256528,0.75140786,-0.51958054,0.18648425,1.7303468,-0.4912447,1.3819137,0.37390637,1.3255283,0.75814855,-0.21509774,-1.5514416,-0.35126555,-0.6161289,0.33369812,-0.090484574,-0.57635033,0.063558206,-0.9132904,0.4550603,0.09395465,-0.76771104,-0.43587118,-0.110023886,0.6998293,0.06542363,-0.61625713,0.44610432,0.061285224,0.20676287,0.38994575,-0.52550316,0.18460907,0.047013044
SRR20204818,0.19771335,0.51012766,-0.2900125,0.57042986,-0.12810001,1.0222392,-0.18706267,0.96847165,1.0011731,0.57776254,-0.3001707,0.2903771,1.4542739,1.0251665,0.6775795,-2.3835864,-0.3049106,-0.52484757,-0.24245252,0.95161915,0.28915203,0.019868476,3.1726344,-0.5060586,-1.1220835,0.6077107,1.2587858,0.481933,-0.11557122,0.61831313,-0.67208177,-0.9783885,-1.4215726,0.35576499,-1.3432794,0.2958664,-0.94870025,-0.5852468,-1.4110771,0.8993943,0.07482618,0.17896092,0.18985799,1.2127491,-1.8938444,0.43200088,-1.2626972,1.0832735,1.0162578,-0.6198286,2.3204699,2.0058534
SRR20204819,-0.21626478,0.00023455628,-0.585157,0.042208586,-0.48201403,0.76232713,-0.50419855,0.8529821,0.9919706,0.61703575,-0.6154806,-0.17198464,-0.39685434,1.1093487,0.100769185,-3.0555384,-0.5839384,-0.78439766,-0.5483637,-0.5916991,-0.6531703,-0.36429095,3.1406496,-0.7843827,-1.3641919,1.1465377,1.5246105,-0.15389483,-0.24139601,0.5041248,-0.96754855,-0.67995816,-1.6008888,-2.3758892e-05,-1.5305718,1.2493796,-1.735295,0.51481736,-1.579471,2.033394,0.006084248,0.25549766,0.6753213,1.3387823,-2.7828438,0.18989314,-0.6926295,0.012465876,0.9937956,0.18472376,2.0515978,2.3852625
SRR20204820,-0.77003205,1.5678172,-1.0464374,-0.6061049,-0.955463,0.48536792,-0.9774415,1.2533242,0.3999224,0.6371656,-1.0662985,-0.73204947,1.4382755,1.0023267,-0.57050633,-3.01578,-1.0451112,-1.1986369,-1.0114082,1.270942,0.0959333,-0.86898017,-0.57015353,-1.1892987,-1.6581401,0.7128293,1.3282468,0.62672746,-0.29756865,0.18270731,-1.3274132,-0.70184803,-1.869417,-0.23443514,-1.81614,1.0463434,-1.889814,-0.96273005,-1.8596367,1.3952482,-0.01652363,-0.56925136,0.26161492,1.4049666,-3.377076,0.85253495,-1.056017,1.1705127,0.6561798,-0.27155,1.7617087,2.0192008
SRR20204821,0.515433,0.9604157,-0.08063123,1.0651971,0.07905541,0.6056668,0.04456673,1.7761315,1.3464761,0.50990444,-0.14096113,0.6568093,1.7650923,1.0319991,1.2581779,-2.926391,-0.0786537,-0.32002106,-0.013285903,-0.08009162,0.9934716,0.27947766,3.1500623,-0.33918932,-1.0190376,0.8912084,1.3449134,0.70240426,-0.47284594,0.3547067,-0.5512084,-0.45030925,-1.303236,0.42309427,-1.2534517,0.8173163,-1.3198202,-0.021115817,-1.3035511,1.5620072,0.1318888,-0.06687999,0.80318344,1.1251087,-2.604149,0.35899764,-0.6379266,1.056862,0.11660167,-0.25946075,1.9188085,1.9557565
SRR20204822,-1.0213147,-0.8368546,-0.3132942,-0.8388686,-1.2300216,-0.06443748,0.11294773,-1.1053588,-1.2142256,1.4434845,-1.27695,-0.8888577,-1.136179,0.8756203,-0.72314185,-4.694084,0.28167477,0.5549644,-1.3047934,-1.2900708,0.79442555,1.239925,-0.7229841,-0.18989596,0.3285625,0.5099302,-1.5324736,0.47721562,-0.060190443,0.48865366,1.1551884,0.22824235,-0.20527157,0.6876493,-0.018603269,-1.162027,0.8223903,-1.2980157,-0.76046085,-0.7862065,-0.6112091,0.17167349,0.27662387,0.91614556,-2.2293541,-0.46120903,-0.8713714,-0.005818106,0.2844905,-0.59195113,0.0018312333,0.8027433
SRR20204823,-0.79355234,-0.58493644,0.41862142,-0.5876769,0.048678096,-0.6832933,0.1542522,-0.88473624,-1.0056938,1.4075588,-1.071939,-0.64356834,-0.91555345,0.8987668,-0.45396063,-4.2557855,-0.31289336,1.1407577,-1.1109353,-1.0892932,0.91091263,1.8989736,3.1304836,-1.3211819,0.047269203,0.8922791,-0.17537457,0.8152504,-0.0151604675,0.35559013,0.4964348,0.29322195,-0.9011487,0.07206164,0.5414938,-0.7262101,0.7472181,-0.7456684,-1.1825706,-0.61623347,-0.6396709,0.25118896,0.23009767,0.76758796,-1.8409214,-0.33990178,-0.5921464,-0.24725482,-0.027679207,-0.6025749,0.20422104,0.757328
SRR20204824,0.25519073,0.779655,-0.08247015,0.77019775,0.9170505,-0.51191175,0.6736633,0.57917285,-0.14345214,1.2166053,-0.26652637,0.5966737,0.003734567,0.85397,1.327989,-4.2436657,0.39077273,0.885381,-0.31565377,-0.28613278,0.89913625,1.2207059,1.3291339,-0.015400152,0.111348145,0.20267187,-0.68441296,0.79687387,-0.06269577,0.59193164,0.8964945,0.019694233,-0.39466453,0.25436676,0.08551648,-0.33522072,0.98381585,-0.8945007,-0.7570297,-0.55094457,-0.63780737,0.47074053,0.5693539,0.8261035,-1.9375945,-0.09800496,-0.40122843,0.050260577,-0.020594737,-0.77184474,0.31711853,0.8019062
SRR20204825,-0.3847015,-0.10994197,-0.8820741,-0.11226927,-0.6629549,-0.09242249,0.24579012,0.42739147,-0.65652317,1.3890684,-0.73212814,-0.20621078,-0.5391652,0.88644224,0.07242071,-4.2616267,-0.2275981,0.8507377,-0.7746114,-0.74998665,0.61326694,0.35743988,0.072711125,-0.36337233,0.17507318,0.5367297,-1.0607225,0.73567414,-0.084479116,0.50074124,0.6671285,0.70236146,-0.11518032,-0.081002824,0.41818517,-0.38654524,0.9844884,-0.9223427,-0.3476798,-0.7742197,-0.40518135,0.44198513,-0.6246286,0.97006977,-1.7931744,-0.04170437,-0.25442746,-0.026548032,-0.16910057,-0.68933225,0.38315678,0.6405842
SRR20204826,0.09163275,0.4558202,0.7244445,0.5143155,-0.13732527,1.1113821,-0.3496786,-0.0757623,2.046781,-0.24470893,-0.31668553,0.31790575,-0.05040048,0.9446637,0.6479018,-2.8498065,0.23969999,0.32402584,-0.28817645,-0.3718739,0.782498,-0.00046375833,3.115735,1.1848773,0.5925912,0.58718914,0.47265002,-1.8375264,-0.3158151,-1.3517741,-0.5130143,-0.6212452,1.0030835,-0.016249653,-0.51150686,1.7393764,-0.71849936,1.5134336,0.01777913,0.5908504,0.97190243,1.0716095,0.53099084,1.5565792,0.016594041,-0.8276315,-1.2769803,-0.39681426,-1.2466706,0.07361164,1.1308466,1.451556
SRR20204827,-0.17962098,0.09834086,0.18893175,0.14050175,-0.36054116,0.9056476,-0.554419,-0.31092927,0.89116174,-0.4696264,-0.5107797,-0.03170969,-0.27367142,1.0633446,0.22771025,-2.7321403,1.003718,1.1352205,-0.50292814,-0.56800777,-0.008327503,-0.24549621,3.1854603,1.0979804,1.3236926,0.32365614,0.46273634,-1.9196684,-1.7360325,-1.473537,-0.69212526,-0.8124083,0.5285222,-0.2377217,-0.8715336,1.3875254,-1.1916214,0.8732039,-0.064834684,-0.6947802,0.7328643,1.2084892,0.049084693,1.609672,-0.23588613,-0.8912801,-0.49409252,-0.44742435,-0.9047717,-0.007914111,1.548539,1.4156183
SRR20204828,-0.0620494,0.25020453,1.452118,0.30621618,-0.26233482,0.3209916,-0.45540643,-0.18631382,1.8433698,-0.39629337,-0.41216686,0.03039366,-0.1478333,1.1175321,0.39249712,-0.30418444,0.26840147,-0.4801381,-0.40706533,-0.47934777,-0.6196092,-0.14565395,3.1710594,1.8607154,0.38354683,0.5301809,0.43953705,-1.8746051,-0.92361295,-1.4786639,-0.6561251,-0.8438567,0.7783252,-0.4240052,-1.373393,1.572033,-0.8714763,1.8737135,0.563286,0.60630924,0.77718544,1.7780699,0.17014658,1.4543966,-0.9391338,-0.659615,-0.60351765,-0.5387367,-1.0033873,0.032811094,1.2771287,1.6161214
SRR20204829,-0.7730668,-0.60066897,0.09063979,-0.5763708,-0.90617335,1.4829663,-1.038646,-0.86702895,2.1523674,-0.9786603,-1.0279486,-0.67468756,-0.86364776,1.1205759,-0.5271546,-3.3709261,0.5483658,0.15418668,-0.99857974,-1.0561517,-1.179724,-0.8154548,-0.5270263,1.3714938,0.4008152,1.0425062,0.69632244,-2.1811495,-0.9551257,-1.790157,-1.1532949,-1.2289503,0.93501025,-0.10315879,-1.8042918,1.427618,-0.594482,1.8414271,0.1444659,0.1356074,0.7170184,0.91970253,0.097312555,1.3988847,0.057290357,-0.42388585,-0.76409817,-0.82099223,-1.4481825,-0.4181061,0.46428004,1.5003636
SRR20204830,0.50757915,-0.7942919,-1.1408132,-0.760034,-1.2044706,-1.1927254,-1.3091058,0.2938732,-1.3396064,0.6505263,-1.204362,-0.7649818,1.5579517,0.77026856,-0.7029096,-1.4754333,-1.2005951,1.1451296,0.9574312,-1.2416859,1.9329431,-1.1128322,3.1275897,1.122805,-1.0122298,-1.9347372,0.15804163,-0.43698105,-2.2144914,-2.217652,0.98812824,-0.4277643,-1.3889421,0.69865924,0.90419585,0.32210693,-1.2786885,0.016483096,-0.03641236,-0.4251734,-0.4766871,0.23984933,-1.1328751,0.35649115,0.5676668,0.5896034,0.3850049,-0.5740806,1.8488567,0.46627173,1.2798529,0.3922572
SRR20204831,-0.79809755,-0.56608605,-0.95918953,-0.5234477,-1.031802,0.6558233,-0.1464232,-0.8836612,-1.192966,-0.96836555,-1.0291433,-0.5401332,1.3225602,0.7409467,3.013032,-1.4193848,-1.0125343,0.4346703,-1.0312927,-0.015555251,2.0712545,0.7243414,3.130565,0.3776494,-1.7510928,-1.0836769,0.06584311,-0.4694402,-2.113195,-1.0449357,1.0489768,-0.34998146,-2.0321326,0.86839515,0.80724585,0.55482244,-0.7378098,0.18282428,-0.48728186,-0.5791139,-0.5489324,0.16824086,-1.7658273,0.5328901,0.35648817,0.39529365,1.0344974,0.17311347,1.832529,0.74283993,1.3185383,-0.11722952
SRR20204832,-1.2561355,-1.0864414,-1.3919871,-1.0567286,-1.4251684,0.6036989,-0.17866874,-1.317757,-1.575441,0.5166382,-1.4295954,-1.0710008,1.7072496,0.7903977,-1.0142246,-1.5722334,-1.4389665,0.66520154,0.98343533,-0.039153416,1.976827,-1.3575623,3.1662276,0.43029407,-2.0189886,-0.71971685,0.1094614,-0.7648063,-2.3645318,-2.3714552,1.1090783,0.054806504,-1.3672866,1.2727224,1.2631955,0.9490086,-1.0307518,0.46422842,-0.08282119,-0.09451767,-0.18502225,-0.46976754,-0.82969505,0.7742913,1.1856651,1.0439087,0.14856039,-0.60104775,2.2019687,1.1334022,1.4178952,-0.18934089
SRR20204833,0.8603735,0.7684035,-0.08773756,0.8845343,-0.1660033,0.5891508,-0.3695637,0.052230563,-0.37499648,-0.082388096,-0.19586384,0.8973948,1.202725,0.8402887,3.0708842,-0.5472987,-0.20211382,1.6288049,0.7820623,-0.24988551,2.6781871,0.014405824,3.1864128,1.0050763,-0.39778003,-0.83214146,-0.044345416,-0.96421593,-1.6315951,-1.5929075,1.1131724,-0.18035181,-0.7591552,1.1586146,0.84374315,0.6729386,-0.8053784,0.57083154,-0.17490986,-0.6046286,-0.09446716,-0.4733475,-0.82289255,0.587488,0.64293975,0.28046072,0.54526454,0.208145,1.5940305,0.4505285,0.9268824,0.1351863
SRR20204930,-2.284188,-2.1324258,-2.3661711,-2.1249664,-2.386083,-2.30532,-2.4926689,-2.3644948,-2.4874861,-2.4299908,-2.3934085,-2.2722337,-2.2106013,0.70068413,-2.074685,-5.6120014,-2.5073996,-2.3226042,-2.435572,-2.4747603,-2.5913923,-2.2778451,3.0984995,-2.6325912,-2.8988645,-2.9950905,1.6321965,-2.9520357,-3.0480788,-2.9680974,-2.5700061,-2.694369,-3.3803694,3.1865237,-3.0818198,3.7680974,-4.1243234,-3.7186966,1.5880594,-4.0821004,-3.7001328,-4.242902,-4.018471,-4.9625826,2.686905,-5.1886654,0.5639903,-5.380012,0.66272235,2.208924,-5.60792,0.98822355
SRR20204931,-1.2963568,-1.0644538,-1.413588,-1.0517995,-1.4449226,-1.3253195,-1.5949892,-1.4105979,-1.5979421,-1.5114107,-1.4546148,-1.288485,-1.1821417,0.5885064,-0.9730783,-5.6120014,-1.6118828,-1.3551697,-1.5160097,-1.571118,-1.7260658,-1.2881542,3.102706,-1.7859523,-2.1395636,-2.2547114,1.5221535,-2.1966336,-2.3254118,-2.2332578,-1.7082666,-1.8847128,-2.726634,2.9052649,-2.3579888,3.802163,-3.5819666,-3.1257343,1.392502,-3.5374014,-3.108348,-3.6944437,-3.468549,-4.504414,2.3407302,-4.7725577,0.7015547,-5.018661,0.8079525,2.0812259,-5.5664635,0.571045
SRR20204932,-0.17169301,0.33494785,-0.39105025,0.36707902,-0.435343,-0.23431191,-0.68936646,-0.38161755,-0.68086326,-0.5528917,-0.4604892,-0.15421633,0.054879896,0.7224804,0.5953133,-5.6120014,-0.7189199,-0.28290957,-0.5610968,-0.64734715,-0.8835296,-0.1469649,3.0933626,-0.9692602,-1.4406184,-1.5963643,1.6206888,-1.5289662,-1.6935732,-1.5636464,-0.84740794,-1.089881,-2.1742458,2.6746848,-1.7244881,3.4864886,-3.1554,-2.6349058,1.5153621,-3.1035063,-2.6288042,-3.2931821,-3.0220048,-4.166481,2.801937,-4.438106,0.6461868,-4.697163,0.6461579,1.849797,-5.4479604,0.6587547
SRR20204933,-0.19674626,0.29709548,-0.41090885,0.32717848,-0.44825107,-0.25231156,-0.70795345,-0.4014214,-0.6856214,-0.5725722,-0.47862706,-0.18160222,0.030685004,0.7351393,0.54498684,-5.6120014,-0.7411077,-0.2996935,-0.579191,-0.6652623,-0.89751196,-0.16788247,3.0926914,-0.9820865,-1.4416038,-1.6034498,1.6960347,-1.5279702,-1.6963438,-1.5569758,-0.8498753,-1.0805211,-2.18154,2.487497,-1.7292972,3.795986,-3.151315,-2.6337957,1.3513666,-3.1148908,-2.6193137,-3.2863238,-3.024139,-4.176271,2.7682838,-4.448619,0.57367224,-4.69433,0.74002147,1.602084,-5.4485264,0.4724112
SRR20204934,-0.07577856,0.34584558,0.7355762,0.37977242,1.2239106,0.68128526,1.1071686,-0.24833065,1.2729336,0.81187016,-0.4903585,0.29069108,-0.25490233,-0.26098815,0.63615716,-5.3064976,0.9933761,-0.022927554,0.8283175,0.03842209,1.1910315,-0.31473696,0.6364737,-0.8470674,-1.0172355,0.508358,-0.1613125,1.2511021,-0.29330224,0.6803746,-0.78170264,-1.0123924,0.194194,0.36754757,-0.04577033,0.23937924,0.54618233,-0.71974933,-1.6675624,-0.7848515,-0.05021063,0.0006935475,-0.84951556,0.68045694,0.6924857,-1.1964893,0.7382655,0.95761526,0.046980046,0.09892803,0.95210814,0.69906646
SRR20204935,-0.83140886,-0.60172963,1.1273812,-0.5828919,1.1530898,0.32727763,1.9139603,-0.9324772,0.051211804,0.47399968,-1.0971508,-0.6317402,-0.9398837,-0.9464001,-0.47678074,-5.065633,1.2063421,0.06526063,0.9123897,-0.101960756,1.2814153,-0.9881526,3.121168,-1.3579448,-1.1515995,0.75262076,-0.316754,1.1831943,-0.3931087,0.61167616,-1.3075361,-1.4946959,0.28227282,0.32070082,0.04835643,0.1525532,0.63433033,-0.23948711,-1.2658631,-0.84662104,-0.17043641,-0.07221848,-1.1983626,0.64706224,0.6284748,-0.4163295,0.1471927,0.94350326,0.2602462,-0.12203404,0.76080906,0.53909695
SRR20204936,0.1841936,0.7452015,0.7885477,0.81346047,1.0473604,0.69732904,1.3853991,0.0075589316,0.16854934,0.6187674,-0.27364707,0.536939,0.016382333,-0.030203452,1.2206004,-4.7746267,1.2492961,-0.24788083,0.57548714,0.1224604,0.88622516,-0.09960681,3.1139045,-0.6767143,-0.9495182,0.5752462,-0.04106654,1.1578181,-0.2861597,0.5307791,-0.63159627,-0.94080824,0.219499,0.5501441,0.5614649,-0.20312609,0.44388756,-0.61810225,-0.5717049,-1.0938351,-0.5223315,0.07831637,-1.1793267,0.7890996,0.3517649,-1.0179616,0.7032895,0.40858176,0.2497598,0.09110433,1.1924765,0.64231783
SRR20204937,-0.29210055,0.03797242,0.7538306,0.06624946,1.8968757,0.51933104,1.1444896,-0.42601195,0.1693547,0.5049057,-0.6441697,-0.025310611,-0.43667397,-0.45720267,0.23551457,-4.7697954,1.0153035,0.14164339,0.9719597,-0.67727894,0.93242496,-0.48807687,3.1272538,-0.36573097,-1.0106881,0.39726946,-0.035283286,1.1751578,-0.61964196,0.07906742,-0.89625674,-1.1174215,0.9912887,0.21704534,-0.0814453,0.18640041,0.19957119,-0.3755137,-1.16988,-0.8525297,-0.24229541,-0.14950268,-0.8989249,0.42521778,0.9857561,-0.36450636,0.70449674,0.5972022,0.28613663,-0.2568121,0.75526506,0.5037963
SRR20204938,0.8648591,-1.2256037,-1.6720856,-1.2090974,0.93171984,0.86506164,0.88157296,-1.451948,0.584276,0.82227206,-1.5828139,-1.3597306,-1.4653952,-1.4497169,-1.1461115,-5.6120014,0.86681604,1.2274268,0.272065,1.7901437,1.2133458,-1.4815967,3.148286,0.64059365,0.6499636,-1.0307302,-0.3750861,1.4039452,-2.6036024,0.98501354,-1.7580328,-0.38934276,-0.883509,-0.08614926,0.7584865,-0.82803404,0.27031982,-1.5721351,-2.662328,1.0902158,0.58337045,0.40662384,-0.24186803,-0.122392274,0.3610517,-0.46604308,0.180971,-1.1358719,0.28095376,-0.44056818,-0.20000285,-0.69768506
SRR20204939,0.8692846,-1.1455219,-1.6004155,-1.1266539,1.2039438,1.0277315,-1.4603952,-1.3734452,-0.07177249,1.0729064,-1.5018585,0.41364262,-1.3718317,-1.373082,-1.0645485,-5.6120014,0.61793363,2.1789496,-0.092447884,1.4798294,0.8662275,-1.4109446,3.1527348,0.46040767,1.1528674,-0.621862,-0.14422596,1.1042367,-2.5462353,0.8958167,-1.7029094,-0.4660418,-0.5554555,-0.008316214,1.2519866,-1.6768031,0.3666621,-1.0571884,-0.98760253,0.8619611,0.5382046,0.7074562,-0.08541391,-9.001108e-05,0.26381207,0.5811046,0.16812825,-0.935119,0.15333985,-0.31222507,0.24066563,-0.59492314
SRR20204940,0.6921656,0.2788521,-0.62794775,1.6127099,0.27531186,1.1949052,0.6008582,-0.21469486,-0.479813,0.9916433,-0.46558458,-0.11905479,-0.23500702,-0.2222833,0.5021978,-5.6120014,0.1779849,1.7067438,-0.4929513,2.4438336,1.4988246,-0.30095446,3.1396239,0.64282584,0.031604566,0.115209065,0.123948425,1.2537955,-1.9417138,0.90802073,-0.79699975,-1.098038,-1.1437986,-0.12328372,1.1165911,-1.1101404,0.041254167,-0.3768353,-1.250128,1.0650227,0.37112576,0.5805672,0.2032467,0.07098066,0.6353054,0.384241,0.17334646,-0.79525256,0.22826542,-0.19839914,0.13773297,-0.9553805
SRR20204941,-1.2067484,1.2248755,-1.5118443,-1.0103278,0.09790582,1.1371616,0.097855985,-1.2682637,1.0582916,1.0722207,1.1212194,-1.1587489,-1.297794,-1.2730753,-0.9433855,-5.6120014,0.75298846,1.2878882,0.7474562,2.274975,0.77340204,0.24732323,3.1618025,0.8704362,0.3564106,-0.9675251,0.0051544253,1.1259964,-2.4829254,1.1661674,-1.5814048,-0.6270344,-0.37218702,-0.06682185,1.0463918,-1.2303098,0.1881056,-2.6415687,-1.0087578,0.9688749,0.56335145,0.13012467,-0.41218016,-0.15854144,0.7177403,0.083307855,-0.09296194,-1.1152169,-0.15793993,-1.0328208,-0.30684286,-0.9354779
SRR20204942,-0.5221109,-0.19123769,0.029130915,-0.1802676,-0.8034309,0.34366673,-0.7327749,-0.6150168,0.41400227,0.6173014,-0.84289604,-0.19961512,-0.61400455,-0.6396314,0.01652449,-5.6120014,0.27442726,1.1091132,0.7621861,1.567414,-0.060804833,-0.80426705,3.0745523,-0.53634423,0.4446861,0.46690682,-1.1731437,0.8157776,0.033395056,0.6894864,1.0387402,0.31922507,-0.1281015,-0.10206512,-0.1690845,-0.61104023,1.051512,0.61993134,0.24582838,-0.90289414,-1.1008619,0.029354468,-0.42171738,0.33232504,0.43112737,-0.9662127,0.1984191,-0.022210885,0.16907138,-0.25425094,0.36538684,1.4604737
